pre,pre_x,pre_y,pre_z,post_x,post_y,post_z,type,448.232,247.42,175.8,mappedSection,mappedSegRangeVar
720575940617552541,433.6,268.204,130.92,433.72,268.276,130.92,na,,,,dend[3770],0.6208061867924405
720575940610125688,414.872,252.568,125.92,414.896,252.476,125.92,na,,,,dend[3079],0.9641915732782911
720575940605277798,420.16,252.736,125.64,420.048,252.612,125.6,na,,,,dend[3036],0.9938465801785016
720575940617123814,423.204,301.428,125.92,423.132,301.532,125.88,na,,,,dend[4400],0.5013717576744159
720575940611533274,384.24,213.512,127.48,384.336,213.424,127.44,na,,,,dend[1599],0.9585060475742286
720575940611588835,439.368,276.312,126.52,439.524,276.448,126.52,na,,,,dend[4108],0.5406481318878881
720575940641031899,409.016,239.832,134.2,408.972,239.864,134.08,na,,,,dend[4658],1.0
720575940639057973,423.728,225.248,133.2,423.748,225.14,133.16,na,,,,dend[684],0.22575938972751436
720575940574070304,440.088,205.556,144.48,440.088,205.46,144.48,na,,,,dend[240],0.834717967871101
720575940628355856,381.136,253.188,142.48,381.156,253.276,142.52,na,,,,dend[2011],0.8672489193228006
720575940622428374,410.268,246.472,101.92,410.292,246.6,101.88,na,,,,dend[3966],0.11594841543463598
720575940611137742,411.388,246.408,100.44,411.44,246.292,100.44,na,,,,dend[3954],0.7408655611535603
720575940635119723,398.888,224.312,156.16,398.992,224.284,156.16,na,,,,dend[1423],0.47599517225628085
720575940594674829,400.016,263.68,118.36,400.036,263.792,118.32,na,,,,dend[3645],0.42451346054196804
720575940641031899,426.884,232.772,118.96,426.896,232.692,118.96,na,,,,dend[2718],0.5299340305274547
720575940624395528,410.816,223.364,147.76,410.732,223.448,147.76,na,,,,dend[1332],0.34546747902182745
720575940635119723,406.888,222.444,146.52,406.996,222.444,146.52,na,,,,dend[1336],1.0
720575940608127879,436.048,229.896,147.56,436.164,229.968,147.56,na,,,,dend[735],0.7193277122042817
720575940627732935,382.888,246.172,140.4,382.72,246.192,140.44,na,,,,dend[1966],0.262383305075191
720575940618455791,422.424,242.592,131.28,422.536,242.5,131.28,na,,,,dend[2939],0.9201714502119768
720575940639057973,392.328,233.2,131.44,392.328,233.056,131.48,na,,,,dend[2471],0.8355751783935065
720575940628059722,432.212,268.692,131.12,432.1,268.572,131.12,na,,,,dend[3765],0.8762229605758121
720575940638910040,418.98,231.548,138.76,419.056,231.624,138.76,na,,,,dend[1685],0.39339020383838713
720575940625686078,405.392,286.128,123.36,405.304,286.028,123.4,na,,,,dend[4260],0.5755435712891482
720575940617467712,423.944,268.66,129.04,423.916,268.796,129.04,na,,,,dend[3740],0.8032507390342458
720575940640922331,385.188,224.624,121.12,385.168,224.584,121.08,na,,,,dend[994],0.5569075567426628
720575940620232582,404.472,248.92,115.28,404.556,249.024,115.24,na,,,,dend[3498],0.7451250498176163
720575940617552541,422.228,268.048,137.4,422.336,268.056,137.4,na,,,,dend[3749],0.5673068828389681
720575940614614495,407.784,216.712,136.76,407.8,216.604,136.76,na,,,,dend[1655],0.9052287537942418
720575940626577425,414.092,213.692,136.88,414.036,213.784,136.88,na,,,,dend[609],0.2500588794699964
720575940621975066,369.664,258.28,136.68,369.672,258.156,136.72,na,,,,dend[2155],0.8408305412440862
720575940611242609,417.22,228.532,120.88,417.228,228.664,120.88,na,,,,dend[2870],0.8431762379046684
720575940624395528,414.868,228.168,145.84,414.984,228.168,145.8,na,,,,dend[1527],0.2872567933561586
720575940622150583,415.112,232.912,96.84,415.124,233.024,96.84,na,,,,dend[2737],0.9601547564597184
720575940612260019,411.32,234.116,135.4,411.332,234.236,135.4,na,,,,dend[1722],0.22559242199841859
720575940551749032,390.06,226.852,135.0,389.984,226.936,134.96,na,,,,dend[2360],0.024980167743369752
720575940623878891,425.536,268.712,129.8,425.492,268.848,129.8,na,,,,dend[3741],0.9295645285314243
720575940629554391,395.512,225.056,154.28,395.432,225.128,154.32,na,,,,dend[1493],0.9010902506122295
720575940604954289,400.356,246.412,150.52,400.224,246.372,150.56,na,,,,dend[2531],0.6971430782939328
720575940617593950,391.48,255.38,151.12,391.4,255.472,151.12,na,,,,dend[2253],0.5720442834803293
720575940612309671,416.192,234.312,102.6,416.296,234.312,102.6,na,,,,dend[2733],0.7649150583970314
720575940617542872,379.028,238.448,148.32,378.968,238.324,148.28,na,,,,dend[1931],0.30501631148104874
720575940614298986,394.712,246.772,148.76,394.608,246.716,148.76,na,,,,dend[1872],1.0
720575940623957173,423.364,232.788,149.12,423.476,232.892,149.12,na,,,,dend[1749],0.82915650932831
720575940617542872,392.132,253.42,149.0,392.088,253.312,149.0,na,,,,dend[2260],0.7941383422422263
720575940603609824,391.34,219.584,116.72,391.2,219.632,116.72,na,,,,dend[3292],0.42317861491580977
720575940631779532,387.156,235.52,158.4,387.252,235.572,158.4,na,,,,dend[1850],0.7710547476777133
720575940612264817,387.436,220.12,127.36,387.528,220.0,127.36,na,,,,dend[2462],0.17122508957895033
720575940637602621,418.332,234.468,107.2,418.32,234.58,107.2,na,,,,dend[2778],0.5037117490506133
720575940626430280,420.408,303.476,142.28,420.452,303.36,142.28,na,,,,dend[4471],0.08904600136241718
720575940625161530,413.648,303.888,141.88,413.58,303.76,141.96,na,,,,dend[4473],0.6149323975858102
720575940622043829,416.176,233.796,100.96,416.244,233.92,100.92,na,,,,dend[2734],0.6645827107513856
720575940624639271,416.788,233.364,100.28,416.752,233.508,100.28,na,,,,dend[2771],0.5817279330498338
720575940616067701,407.344,208.584,131.52,407.216,208.584,131.48,na,,,,dend[505],0.6290090555921773
720575940618366843,358.628,245.92,123.84,358.628,245.848,123.88,na,,,,dend[2047],0.9161800654824201
720575940635119723,401.908,220.664,123.88,401.952,220.752,123.88,na,,,,dend[910],0.9928162303770763
720575940627732935,418.24,235.556,121.12,418.152,235.444,121.08,na,,,,dend[2872],0.9620354936948992
720575940614672534,409.964,257.192,107.6,409.836,257.2,107.64,na,,,,dend[3915],0.9883795915499173
720575940610125688,390.976,219.664,114.68,391.084,219.604,114.64,na,,,,dend[3283],0.9843602838834388
720575940621148660,436.4,309.076,137.52,436.296,309.0,137.52,na,,,,dend[4548],0.4875886370984058
720575940620232582,389.888,186.46,137.64,390.0,186.424,137.68,na,,,,dend[587],0.36414897087245546
720575940613418547,394.812,277.4,120.44,394.712,277.256,120.4,na,,,,dend[3685],0.30651139294189306
720575940619734219,410.388,235.364,134.52,410.292,235.5,134.52,na,,,,dend[1718],0.07346161903881314
720575940619694027,389.56,195.92,129.76,389.64,195.956,129.8,na,,,,dend[551],0.4765946593629123
720575940610125688,386.768,212.756,130.92,386.868,212.652,130.96,na,,,,dend[1613],0.35303070871374637
720575940623324395,425.832,225.212,130.2,425.804,225.048,130.2,na,,,,dend[685],0.2746270474159671
720575940586323780,436.684,228.972,149.76,436.656,229.072,149.76,na,,,,dend[741],0.3985213106945829
720575940638910040,412.52,228.28,157.96,412.52,228.14,157.96,na,,,,dend[1206],0.4953501855633185
720575940618959414,404.828,254.128,158.92,404.776,254.036,158.92,na,,,,dend[2627],0.0843831065426643
720575940632492319,440.552,208.5,151.64,440.544,208.392,151.64,na,,,,dend[250],0.3798126161751548
720575940638910040,413.888,224.728,152.28,413.984,224.672,152.28,na,,,,dend[1138],1.0
720575940616067701,401.452,243.732,142.92,401.488,243.752,143.0,na,,,,dend[1793],0.7798034386352384
720575940629669175,416.172,231.296,143.08,416.26,231.216,143.08,na,,,,dend[1663],0.824467504531997
720575940618886710,385.984,245.42,141.68,385.936,245.516,141.64,na,,,,dend[1897],0.43937199202012117
720575940614677154,430.496,204.232,155.52,430.448,204.176,155.52,na,,,,dend[9],0.8851084960988087
720575940616415003,399.12,248.148,118.52,399.04,248.056,118.52,na,,,,dend[3362],0.4020743745078908
720575940609076693,436.712,233.144,146.24,436.724,233.02,146.24,na,,,,dend[746],0.19277966112024014
720575940630098937,417.724,277.0,140.84,417.856,277.004,140.8,na,,,,dend[3881],0.5904251144924454
720575940630184787,421.04,296.936,139.2,421.008,297.068,139.2,na,,,,dend[4422],0.1640778574999842
720575940612854378,421.776,233.808,124.04,421.672,233.832,124.04,na,,,,dend[2917],0.23504854560080057
720575940624368312,416.792,231.14,121.56,416.956,231.148,121.56,na,,,,dend[2868],1.0
720575940623324395,415.776,241.908,107.76,415.668,241.82,107.8,na,,,,dend[2794],0.41471001076697184
720575940630822607,401.592,253.22,115.24,401.648,253.288,115.2,na,,,,dend[3402],0.04088900497361804
720575940624012105,451.808,190.072,137.32,451.888,190.168,137.32,na,,,,dend[115],0.9823735440941617
720575940618886710,424.072,267.288,136.88,423.912,267.28,136.84,na,,,,dend[3745],0.8731671135147397
720575940604954289,427.32,229.76,137.28,427.432,229.808,137.28,na,,,,dend[793],0.7472213884219546
720575940614418082,418.732,232.188,120.04,418.792,232.244,120.08,na,,,,dend[2867],0.7150212613538124
720575940618886710,402.044,254.268,120.32,402.072,254.392,120.32,na,,,,dend[3103],0.5789287975730283
720575940611193765,403.348,261.812,119.64,403.432,261.912,119.6,na,,,,dend[3647],0.9757302969338291
720575940618455791,408.912,216.564,174.88,408.816,216.544,174.88,na,,,,dend[1112],0.16774074598005423
720575940626309562,415.452,215.4,134.68,415.576,215.304,134.68,na,,,,dend[616],1.0
720575940407057617,430.8,270.004,130.16,430.912,269.876,130.2,na,,,,dend[3773],0.8545860439009699
720575940626309562,393.92,245.444,150.2,393.788,245.416,150.2,na,,,,dend[1822],0.32915845392559073
720575940629495356,482.688,207.096,133.28,482.628,207.0,133.24,na,,,,dend[64],0.8109304358060649
720575940626591875,421.204,246.8,133.68,421.2,246.948,133.68,na,,,,dend[3013],0.46274129848087653
720575940614065676,421.728,249.456,151.64,421.656,249.392,151.64,na,,,,dend[2674],0.10685335418980493
720575940604954289,417.624,229.552,142.56,417.524,229.676,142.56,na,,,,dend[1668],0.1927204173867957
720575940624639271,418.568,239.872,101.16,418.528,239.964,101.16,na,,,,dend[2807],0.6628991840274385
720575940617886301,434.54,238.16,155.88,434.416,238.096,155.84,na,,,,dend[753],0.931329266977263
720575940640083408,406.64,256.096,95.68,406.556,256.012,95.72,na,,,,dend[4000],0.624342499226535
720575940619734219,422.764,236.016,113.84,422.708,236.0,113.88,na,,,,dend[2829],0.8348915080329006
720575940617542872,417.856,243.24,146.92,417.752,243.348,146.88,na,,,,dend[2696],0.9711129536068543
720575940626309562,410.736,218.272,147.6,410.808,218.204,147.64,na,,,,dend[1072],0.10714770164751841
720575940635119723,450.648,211.424,139.76,450.796,211.372,139.76,na,,,,dend[222],0.37944221823388974
720575940610506594,446.444,217.652,139.04,446.356,217.708,139.04,na,,,,dend[452],1.0
720575940608078549,357.496,244.24,120.96,357.504,244.332,121.0,na,,,,dend[2055],0.45903834931810694
720575940641363957,416.276,236.764,109.0,416.34,236.884,109.0,na,,,,dend[2786],0.876830205694983
720575940635119723,384.928,216.416,115.88,384.828,216.512,115.88,na,,,,dend[3181],0.6359130179593739
720575940624885276,391.18,247.36,115.88,391.072,247.436,115.84,na,,,,dend[3313],0.739437403492025
720575940635119723,397.756,240.508,137.48,397.824,240.628,137.48,na,,,,dend[2303],0.6415848714528262
720575940619466512,420.924,234.924,120.6,421.048,234.988,120.6,na,,,,dend[2886],0.43439956908918304
720575940622518348,419.32,230.836,119.32,419.404,230.824,119.36,na,,,,dend[2881],0.9298284923132117
720575940627082895,403.504,227.652,168.08,403.576,227.768,168.08,na,,,,dend[1217],0.6599165176299654
720575940629495356,440.008,204.88,144.8,440.112,204.936,144.8,na,,,,dend[240],0.15691396599674476
720575940627096232,408.76,283.408,144.8,408.616,283.416,144.76,na,,,,dend[3837],0.8768711435761878
720575940595101984,433.56,212.164,146.04,433.58,212.3,146.0,na,,,,dend[405],0.5432130983151936
720575940632538905,411.44,214.808,167.16,411.6,214.788,167.16,na,,,,dend[1122],0.5803523929982048
720575940629766649,425.36,269.248,129.72,425.38,269.076,129.76,na,,,,dend[3741],0.8727430841005214
720575940628059722,429.204,267.72,130.84,429.112,267.784,130.84,na,,,,dend[3762],0.7297116164558733
720575940626591875,431.528,203.36,153.92,431.504,203.208,153.92,na,,,,dend[14],0.6430660167226697
720575940624395528,404.208,247.824,148.52,404.188,247.664,148.56,na,,,,dend[2581],0.18088196160451495
720575940624639271,401.256,253.7,116.24,401.212,253.796,116.2,na,,,,dend[3399],0.5841644278514583
720575940625483962,420.508,271.328,125.88,420.544,271.448,125.88,na,,,,dend[3737],0.44743096570388047
720575940628314667,437.792,200.744,158.28,437.76,200.84,158.28,na,,,,dend_11[2],0.755401111571024
720575940617886301,429.86,233.8,127.32,429.772,233.796,127.28,na,,,,dend[2906],0.9886825121506736
720575940619492759,409.168,243.552,134.24,409.324,243.596,134.24,na,,,,dend[4644],0.820764673511489
720575940635565816,401.952,193.524,134.36,401.864,193.448,134.36,na,,,,dend[527],0.6502232517192801
720575940639811469,457.476,310.456,148.36,457.368,310.504,148.4,na,,,,dend[4582],0.30245249536374713
720575940626157976,343.212,223.58,151.28,343.244,223.728,151.24,na,,,,dend[1357],0.22386672970080881
720575940638910040,412.956,225.208,151.92,413.024,225.296,151.88,na,,,,dend[1328],0.7272519555091108
720575940607909899,394.608,243.784,141.88,394.516,243.84,141.88,na,,,,dend[1884],0.3765076229553104
720575940635119723,384.784,245.976,141.92,384.904,245.948,141.92,na,,,,dend[1916],0.4307315733305772
720575940616415003,418.636,235.08,112.12,418.736,235.112,112.12,na,,,,dend[2727],0.46561069039194936
720575940614672534,401.392,260.484,111.6,401.34,260.384,111.56,na,,,,dend[3616],0.030915779035750043
720575940626276682,421.728,232.756,105.32,421.848,232.74,105.36,na,,,,dend[2783],0.8906402746452622
720575940629708482,386.592,233.868,159.96,386.648,233.736,159.92,na,,,,dend[1849],0.8309237517098178
720575940628059722,403.748,254.936,159.8,403.816,254.848,159.76,na,,,,dend[2627],0.7958090714618693
720575940617886301,432.556,234.872,165.04,432.584,234.74,165.08,na,,,,dend[781],0.21207180910593115
720575940637148393,396.508,216.716,112.92,396.416,216.748,112.88,na,,,,dend[3284],0.6148110025200881
720575940619694027,394.848,254.272,113.6,394.78,254.184,113.64,na,,,,dend[3414],0.06841606982065783
720575940609673369,416.38,294.72,147.28,416.28,294.712,147.32,na,,,,dend[4433],0.4513661935585687
720575940630460124,390.312,186.984,139.72,390.2,187.008,139.68,na,,,,dend[585],0.5292052288215258
720575940635119723,387.96,232.7,110.8,388.052,232.776,110.8,na,,,,dend[3155],0.2727904252923004
720575940622685488,414.176,256.296,123.72,414.32,256.296,123.72,na,,,,dend[3540],0.3017403282563151
720575940635119723,388.096,222.36,128.68,388.188,222.3,128.64,na,,,,dend[2449],0.35581649407400456
720575940618366843,378.868,239.384,114.68,378.952,239.408,114.72,na,,,,dend[3139],0.2880181060852972
720575940626885757,386.52,241.28,137.64,386.492,241.42,137.64,na,,,,dend[1903],0.6571947050400299
720575940619661082,382.12,244.484,137.16,382.144,244.576,137.16,na,,,,dend[1957],0.9863729549729571
720575940617499205,404.336,244.144,144.64,404.336,244.248,144.64,na,,,,dend[2636],0.4018958141435515
720575940615201211,391.032,222.344,161.36,391.108,222.408,161.36,na,,,,dend[1453],0.9177184482973568
720575940631625539,399.352,198.424,135.4,399.248,198.472,135.44,na,,,,dend[538],0.7591194253821866
720575940627344888,398.184,240.152,135.92,398.264,240.224,135.92,na,,,,dend[2318],0.8989910481108014
720575940608425227,403.848,214.44,135.4,403.816,214.368,135.44,na,,,,dend[1585],0.2970426205574288
720575940629310970,484.416,207.604,134.56,484.396,207.488,134.52,na,,,,dend[68],0.6497865128076354
720575940629766649,425.32,269.224,129.72,425.276,269.072,129.72,na,,,,dend[3741],0.8128145279604986
720575940623324395,417.28,225.76,125.36,417.2,225.64,125.36,na,,,,dend[842],0.6830008098821934
720575940610506594,387.688,234.98,159.28,387.672,234.864,159.28,na,,,,dend[1848],0.8809875462029837
720575940618455791,434.076,233.752,164.36,433.976,233.836,164.4,na,,,,dend[764],0.6951902177980853
720575940631240403,419.124,250.644,127.08,419.04,250.744,127.08,na,,,,dend[3028],0.9100368934773673
720575940620482371,394.468,200.744,132.88,394.372,200.692,132.88,na,,,,dend[592],0.45320770786746023
720575940617488166,364.172,250.224,107.04,364.256,250.14,107.08,na,,,,dend[3445],0.5862492074109523
720575940617940308,439.416,310.296,142.4,439.288,310.316,142.44,na,,,,dend[4610],0.18456654641595607
720575940637561321,406.536,234.0,169.92,406.568,234.092,169.88,na,,,,dend[1281],0.865197299266868
720575940623957173,388.14,249.26,113.92,388.072,249.136,113.88,na,,,,dend[3318],0.3078686901549899
720575940644697652,417.628,275.712,139.6,417.608,275.808,139.6,na,,,,dend[3812],0.21435328759917396
720575940641363957,395.232,238.972,132.16,395.112,238.928,132.16,na,,,,dend[2400],0.9840907478376633
720575940624201033,431.704,269.088,131.52,431.64,269.084,131.56,na,,,,dend[3764],1.0
720575940610506594,418.204,224.908,132.28,418.304,224.972,132.28,na,,,,dend[826],0.8282568897453464
720575940625035790,402.796,216.172,124.24,402.656,216.112,124.24,na,,,,dend[1020],0.45180351749442843
720575940631924584,441.024,276.512,123.64,441.128,276.48,123.64,na,,,,dend[4093],0.7412315216107206
720575940624639271,415.16,250.012,127.72,415.264,250.008,127.72,na,,,,dend[3027],0.7150866896364093
720575940629017335,399.16,237.416,121.88,399.276,237.464,121.88,na,,,,dend[3372],0.941976912785015
720575940495796560,435.532,271.528,121.8,435.504,271.668,121.8,na,,,,dend[4065],0.455485015524383
720575940637188836,408.984,254.128,122.64,408.992,254.236,122.64,na,,,,dend[3089],0.15877989098826542
720575940630780589,412.464,241.728,107.56,412.384,241.64,107.56,na,,,,dend[2796],0.3487700199144143
720575940603609824,391.948,219.676,115.68,392.056,219.776,115.68,na,,,,dend[3281],0.9976838885075645
720575940628993783,455.26,194.304,136.12,455.164,194.244,136.12,na,,,,dend[110],0.7278321664178918
720575940619466512,420.88,235.0,120.64,420.948,235.12,120.64,na,,,,dend[2886],0.47574303206591445
720575940629754818,458.3,192.84,134.88,458.196,192.876,134.88,na,,,,dend[150],0.963013106484019
720575940605256842,401.052,197.08,134.84,400.988,196.968,134.8,na,,,,dend[525],0.9046439151472735
720575940618907060,450.16,308.176,136.0,450.04,308.132,136.0,na,,,,dend[4512],0.6443594092996311
720575940606947202,402.244,213.72,135.32,402.136,213.672,135.28,na,,,,dend[1585],0.8510038887233202
720575940623891943,434.14,204.356,153.6,434.2,204.208,153.6,na,,,,dend[5],0.5279795409433093
720575940629708482,403.928,255.064,148.12,404.08,255.0,148.08,na,,,,dend[2589],0.9458459197824797
720575940621717469,414.024,292.464,117.32,413.968,292.344,117.32,na,,,,dend[4362],0.5348652133306931
720575940639345779,408.136,255.264,116.8,408.104,255.124,116.8,na,,,,dend[3513],0.9940562828670846
720575940635119723,402.036,221.1,125.64,402.04,221.216,125.6,na,,,,dend[908],0.6313822371955746
720575940616415003,410.272,259.308,116.52,410.236,259.348,116.52,na,,,,dend[3564],0.31868153565102814
720575940618886710,394.04,223.668,158.76,394.096,223.608,158.76,na,,,,dend[1448],0.19911103146346934
720575940627588090,377.064,215.044,126.68,376.992,215.032,126.72,na,,,,dend[1616],0.8772851914187595
720575940640242061,357.14,239.388,133.2,357.3,239.412,133.2,na,,,,dend[2111],0.6235764005627205
720575940630780589,414.496,252.416,106.4,414.528,252.516,106.44,na,,,,dend[3926],0.3825437207925333
720575940622723110,384.224,243.184,143.28,384.4,243.164,143.32,na,,,,dend[1942],0.8603313238770245
720575940635119723,384.784,222.176,143.4,384.824,222.044,143.4,na,,,,dend[1345],0.30022740587281777
720575940630277175,443.064,307.448,143.08,443.144,307.556,143.08,na,,,,dend[4608],0.685212670176437
720575940622318599,440.928,310.848,141.2,440.96,310.696,141.2,na,,,,dend[4610],0.9810146853353757
720575940624808636,384.884,268.472,141.28,384.756,268.46,141.24,na,,,,dend[2222],0.6007298033171667
720575940635119723,411.904,225.584,142.64,411.812,225.512,142.68,na,,,,dend[1548],0.38585728380470974
720575940610484906,411.432,246.184,100.28,411.448,246.236,100.28,na,,,,dend[3954],1.0
720575940605114754,401.88,253.628,112.04,401.984,253.664,112.04,na,,,,dend[3402],0.50728000623014
720575940616415003,399.128,248.168,118.56,399.068,248.056,118.56,na,,,,dend[3362],0.40610848785138387
720575940658702977,415.84,294.584,113.6,415.696,294.596,113.56,na,,,,dend[4366],1.0
720575940615201211,402.672,248.24,146.88,402.712,248.128,146.88,na,,,,dend[2632],0.33552839216090313
720575940612014120,451.224,198.232,138.52,451.224,198.416,138.56,na,,,,dend[96],0.8044450199503753
720575940623957173,424.636,211.872,138.44,424.704,211.944,138.4,na,,,,dend[634],0.9791933098128444
720575940634701407,418.1,277.08,139.36,418.156,277.016,139.36,na,,,,dend[3809],0.2429219753238514
720575940644557620,392.904,235.112,109.32,393.004,235.128,109.32,na,,,,dend[3245],0.2878680662676018
720575940613418547,415.44,253.856,109.72,415.38,253.92,109.72,na,,,,dend[3979],0.41667431181861003
720575940621998460,399.016,218.704,128.24,398.984,218.832,128.24,na,,,,dend[926],0.9970015135947602
720575940629431299,454.132,192.664,136.76,454.1,192.504,136.76,na,,,,dend[142],0.14822032604816082
720575940637102734,444.492,218.364,137.36,444.548,218.256,137.4,na,,,,dend[453],0.9956490074463689
720575940641363957,407.776,216.188,137.68,407.684,216.248,137.68,na,,,,dend[1655],0.4090104682383459
720575940631442266,405.424,213.424,136.32,405.568,213.56,136.32,na,,,,dend[1575],0.12202946993377645
720575940617255709,418.072,235.272,120.92,418.152,235.296,120.88,na,,,,dend[2872],0.8308295574369879
720575940627939334,465.984,189.252,135.84,465.912,189.312,135.84,na,,,,dend[81],0.22914666261674485
720575940621062576,415.976,215.164,134.52,415.944,215.304,134.52,na,,,,dend[615],0.9461687536553292
720575940635119723,411.936,210.88,134.96,411.952,211.032,134.96,na,,,,dend[606],0.5522539850700339
720575940621975066,378.904,271.668,130.92,379.008,271.608,130.92,na,,,,dend[2231],0.06433880005836584
720575940618255198,392.064,255.728,153.52,392.1,255.62,153.52,na,,,,dend[2258],0.2881715611251954
720575940620492176,390.456,258.296,150.52,390.452,258.296,150.6,na,,,,dend[2213],0.9598769124071014
720575940634317724,417.472,231.444,93.12,417.46,231.352,93.16,na,,,,dend[2765],0.6378478995092977
720575940618886710,406.528,225.792,149.52,406.584,225.716,149.52,na,,,,dend[1400],1.0
720575940643795492,400.132,290.036,133.08,400.228,290.096,133.12,na,,,,dend[4350],0.6583120491217931
720575940621365236,404.28,248.98,134.0,404.412,248.832,134.04,na,,,,dend[4686],0.9867465763117954
720575940623013887,392.164,244.564,151.96,392.344,244.576,152.0,na,,,,dend[1824],0.9233010403586231
720575940637188836,396.672,257.824,107.08,396.504,257.74,107.08,na,,,,dend[3609],0.9115783616918881
720575940612264817,377.356,222.508,142.8,377.32,222.384,142.8,na,,,,dend[1345],0.8707626196147505
720575940618886710,383.976,244.26,142.64,383.864,244.208,142.72,na,,,,dend[1940],0.4312183021143778
720575940608078549,401.912,264.36,104.52,401.848,264.288,104.56,na,,,,dend[4023],0.4352650315953253
720575940624395528,408.86,233.776,165.8,408.72,233.676,165.76,na,,,,dend[1264],0.5280690972448219
720575940634701407,421.464,263.536,113.04,421.356,263.452,113.04,na,,,,dend[3902],0.7414651283043723
720575940637148393,396.628,216.76,112.88,396.536,216.824,112.88,na,,,,dend[3284],0.6227459415137957
720575940613380914,423.528,246.844,140.8,423.384,246.8,140.8,na,,,,dend[2967],0.9005445895662166
720575940625035790,392.772,199.048,132.68,392.716,199.14,132.64,na,,,,dend[541],0.7145426519234588
720575940607147715,450.856,190.248,138.36,450.848,190.148,138.36,na,,,,dend[119],0.5431384292782516
720575940632716964,417.048,281.888,109.96,417.152,281.992,109.92,na,,,,dend[4202],0.9063223761128701
720575940626276682,417.536,231.676,121.48,417.576,231.796,121.48,na,,,,dend[2868],0.6835635938848305
720575940632492319,397.552,220.424,157.76,397.424,220.424,157.76,na,,,,dend[1442],0.6179793743468288
720575940610332024,412.512,277.524,145.52,412.432,277.64,145.52,na,,,,dend[3827],0.9324299125990864
720575940617886301,382.788,254.012,145.68,382.88,254.064,145.64,na,,,,dend[2177],0.9507890857660033
720575940577764579,429.168,288.852,149.64,429.152,288.716,149.6,na,,,,dend[4458],0.7955572484351509
720575940617467712,412.612,273.16,104.0,412.728,273.212,104.0,na,,,,dend[4117],0.9615086334441362
720575940618150454,400.412,246.076,149.04,400.488,246.032,149.08,na,,,,dend[2530],1.0
720575940627275090,392.808,250.968,148.44,392.824,251.068,148.44,na,,,,dend[2205],0.4840921274834633
720575940632015699,404.016,294.256,124.52,403.864,294.32,124.52,na,,,,dend[4330],0.5251069760690568
720575940610506594,387.576,235.28,158.64,387.456,235.256,158.68,na,,,,dend[1850],0.48592257914563325
720575940634701407,441.008,274.88,126.32,441.032,274.968,126.32,na,,,,dend[4068],1.0
720575940639057973,384.464,206.768,133.28,384.592,206.768,133.32,na,,,,dend[1643],0.7270189831292718
720575940605214636,424.016,302.288,134.2,423.896,302.272,134.2,na,,,,dend[4408],0.8596658206353136
720575940619694027,412.56,211.432,134.24,412.488,211.528,134.2,na,,,,dend[491],0.699243964689105
720575940629554391,374.584,255.244,141.64,374.604,255.152,141.52,na,,,,dend[2025],0.14066494092358586
720575940622028029,416.072,235.388,99.4,415.972,235.452,99.36,na,,,,dend[2770],0.9946005952245237
720575940627732935,394.952,235.352,111.32,394.896,235.468,111.32,na,,,,dend[3242],0.5849095281215296
720575940620813989,392.264,222.708,161.2,392.26,222.824,161.24,na,,,,dend[1453],0.2245176149662218
720575940629669175,398.956,251.776,119.16,399.0,251.748,119.12,na,,,,dend[3113],0.4564780553403346
720575940631122937,406.296,223.556,165.24,406.28,223.676,165.24,na,,,,dend[1241],0.767827062666088
720575940617882397,417.596,273.052,141.12,417.624,273.136,141.12,na,,,,dend[3816],0.20147779876811003
720575940629920056,458.58,202.8,139.44,458.652,202.696,139.44,na,,,,dend[153],0.7253556306099889
720575940631240403,392.848,230.128,123.16,392.824,230.276,123.16,na,,,,dend[953],1.0
720575940630521292,452.732,308.616,136.8,452.84,308.492,136.72,na,,,,dend[4516],0.31477275141628364
720575940614633122,409.636,252.172,119.6,409.788,252.24,119.6,na,,,,dend[3518],0.3777132000617841
720575940629554391,411.856,225.26,176.2,411.96,225.212,176.2,na,,,,dend[1119],0.40498416906926976
720575940610358990,436.02,310.848,144.76,436.128,310.744,144.76,na,,,,dend[4627],1.0
720575940604954289,403.992,244.544,145.92,403.896,244.704,145.88,na,,,,dend[2635],0.6610077369516707
720575940630246364,394.08,249.608,146.08,394.044,249.484,146.08,na,,,,dend[2203],0.3078809718345803
720575940643683744,391.748,237.012,135.36,391.668,236.928,135.36,na,,,,dend[2348],0.16163634679932315
720575940586681530,388.16,206.576,130.92,388.304,206.576,130.88,na,,,,dend[1606],0.5486483045036596
720575940621976097,437.544,204.144,153.8,437.416,204.056,153.8,na,,,,dend_11[13],0.22957491526098292
720575940617882397,388.812,270.356,150.52,388.94,270.34,150.56,na,,,,dend[2241],0.2858328339604606
720575940626591875,413.768,271.008,103.2,413.832,271.1,103.2,na,,,,dend[4126],0.25574356258680925
720575940606419245,408.148,278.104,103.2,408.276,278.14,103.2,na,,,,dend[4181],0.2071853952418751
720575940623882046,439.764,226.624,149.04,439.712,226.48,149.04,na,,,,dend[742],0.7310925342349252
720575940611420634,402.424,254.816,116.48,402.516,254.752,116.48,na,,,,dend[3392],0.7462048613407859
720575940618184773,394.74,231.632,124.6,394.68,231.488,124.56,na,,,,dend[2427],0.6067170549316157
720575940631240403,395.06,222.008,126.2,395.224,221.936,126.24,na,,,,dend[930],0.5895942814893407
720575940612710883,475.272,204.468,133.96,475.26,204.396,133.96,na,,,,dend[58],0.8340349217485664
