pre,pre_x,pre_y,pre_z,post_x,post_y,post_z,type,mappedSection,mappedSegRangeVar
720575940615575007,404.8,245.364,161.52,404.588,245.364,161.56,LC4,dend[1988],0.645453731906184
720575940629753807,421.032,237.228,151.64,420.988,237.384,151.64,LC4,dend[1669],0.5579839420512812
720575940625038090,424.256,240.944,146.92,424.244,241.056,146.92,LC4,dend[1581],0.4953121272500142
720575940615462587,429.388,233.8,154.48,429.5,233.752,154.52,LC4,dend[1568],0.045674871199465235
720575940629753807,418.584,238.096,154.16,418.548,238.208,154.16,LC4,dend[1702],0.9893134411015206
720575940622539800,421.476,239.22,155.92,421.532,239.328,155.92,LC4,dend[1687],0.9135528800256171
720575940618807105,406.064,241.12,159.16,406.04,241.0,159.12,LC4,dend[2000],0.5066177384822017
720575940611134833,409.96,244.536,149.92,409.936,244.616,149.96,LC4,dend[2011],0.7758751623910068
720575940625934973,424.2,238.064,154.76,424.136,238.2,154.72,LC4,dend[1673],0.9517074165888534
720575940626626895,427.64,239.248,146.6,427.528,239.244,146.6,LC4,dend[1478],0.32897713088246733
720575940630017810,420.776,242.364,151.84,420.852,242.48,151.8,LC4,dend[1653],0.1933811784207412
720575940634517856,434.176,232.552,153.8,434.088,232.672,153.84,LC4,dend[1530],0.7783145948913607
720575940613260959,412.88,242.044,151.68,412.824,242.072,151.68,LC4,dend[2041],1.0
720575940628064260,420.908,237.892,154.84,420.94,237.988,154.88,LC4,dend[1714],0.47669934849406365
720575940630851036,420.912,239.668,154.88,420.732,239.584,154.88,LC4,dend[1700],0.3079087479125507
720575940638496720,422.668,241.944,151.44,422.784,241.988,151.44,LC4,dend[1718],0.36052308302836744
720575940617176321,413.564,237.848,159.92,413.44,237.876,159.88,LC4,dend[1602],0.9416905911755156
720575940628454522,404.936,240.312,165.16,404.792,240.26,165.16,LC4,dend[1979],0.6610331805132617
720575940617176321,420.36,243.564,146.48,420.396,243.68,146.44,LC4,dend[1648],1.0
720575940617266722,412.624,237.964,160.12,412.704,238.052,160.12,LC4,dend[1603],0.19960951823575374
720575940630826552,412.776,238.516,160.16,412.872,238.408,160.16,LC4,dend[1602],1.0
720575940628122883,420.824,247.16,139.92,420.776,247.328,139.84,LC4,dend[1442],0.5756072278617079
720575940615462587,423.196,240.536,151.12,423.156,240.644,151.12,LC4,dend[1718],0.8597520407270518
720575940615127227,434.856,233.36,151.64,434.932,233.392,151.64,LC4,dend[1513],0.4318581221289117
720575940625038090,417.524,234.496,154.04,417.62,234.544,154.04,LC4,dend[1708],0.962747335753346
720575940617026260,418.084,244.596,150.48,417.988,244.64,150.44,LC4,dend[1586],0.9464683393331464
720575940620903551,429.096,242.324,150.16,429.208,242.292,150.2,LC4,dend[1463],0.9752622670600556
720575940612518055,406.68,244.164,158.52,406.716,244.252,158.48,LC4,dend[1956],0.8989298528674715
720575940626626895,413.832,243.552,159.16,413.888,243.656,159.2,LC4,dend[1627],0.7223036465560516
720575940626626895,423.404,242.18,153.6,423.416,241.976,153.64,LC4,dend[1662],0.8738832510380427
720575940618807105,421.996,241.392,154.0,421.896,241.348,153.96,LC4,dend[1666],0.38401708777270877
720575940611134833,406.204,244.776,158.52,406.328,244.668,158.52,LC4,dend[1955],0.5772661238997628
720575940617266722,420.816,238.816,154.56,420.66,238.796,154.6,LC4,dend[1700],0.7065059238577469
720575940640612480,404.64,242.244,163.0,404.584,242.152,163.0,LC4,dend[1976],0.10467811649145825
720575940628064260,434.184,233.944,152.16,434.32,233.896,152.16,LC4,dend[1533],0.3386188475672223
720575940638496720,419.828,240.56,155.16,419.752,240.684,155.16,LC4,dend[1715],0.7881338635129672
720575940615462587,405.8,243.856,157.2,405.816,243.74,157.2,LC4,dend[2004],0.3817420214210485
720575940628454522,421.324,238.88,157.04,421.412,238.96,157.04,LC4,dend[1689],0.9308910705358501
720575940613022175,420.556,239.536,154.08,420.6,239.632,154.08,LC4,dend[1668],1.0
720575940612518055,426.32,240.476,153.76,426.232,240.544,153.72,LC4,dend[1661],0.6070939833130562
720575940634517856,417.136,242.552,151.08,417.192,242.64,151.12,LC4,dend[1589],0.5924186571064564
720575940620903551,419.3,242.872,156.28,419.372,242.764,156.28,LC4,dend[1680],1.0
720575940618312606,407.864,243.64,154.12,407.728,243.612,154.16,LC4,dend[1946],0.7915394975825024
,,,,,,,,dend_11[0],
720575940630826552,412.948,240.248,158.72,412.864,240.192,158.68,LC4,dend[1595],0.7300304440890859
720575940631338271,418.052,243.888,150.92,417.952,243.784,150.96,LC4,dend[1587],0.9489965277254856
720575940615462587,423.256,240.484,151.0,423.224,240.608,151.0,LC4,dend[1718],0.9087093347850363
720575940633580384,407.672,245.136,154.96,407.58,245.184,154.96,LC4,dend[1944],0.9684412704074967
720575940622539800,420.968,239.672,154.72,420.856,239.696,154.72,LC4,dend[1700],0.25445679125204157
720575940615575007,420.136,234.704,155.72,420.256,234.712,155.76,LC4,dend[1711],0.9653132557800176
720575940622939836,419.428,236.848,156.36,419.408,236.684,156.36,LC4,dend[1710],0.19791785625608796
720575940626626895,427.264,239.196,146.92,427.156,239.16,146.92,LC4,dend[1477],1.0
720575940634517856,413.948,235.008,157.12,413.852,234.904,157.08,LC4,dend[1617],0.7656265558202341
720575940626626895,423.392,242.22,153.6,423.416,242.04,153.6,LC4,dend[1662],0.7998643154705288
720575940612518055,418.408,246.104,148.96,418.36,246.028,149.0,LC4,dend[1647],0.3841921549119926
720575940615575007,425.864,243.972,147.24,425.944,244.064,147.24,LC4,dend[1742],0.5566211422488129
720575940628064260,414.784,241.404,155.2,414.92,241.468,155.2,LC4,dend[1592],0.5314760417133245
720575940617026260,419.04,244.348,148.68,419.064,244.436,148.64,LC4,dend[1584],0.5774297828623102
720575940618723749,437.12,239.16,139.32,437.152,239.076,139.36,LC4,dend[1840],0.7263004652715401
720575940622531767,421.468,243.3,147.32,421.328,243.296,147.32,LC4,dend[1650],0.038823450908202606
720575940638456227,422.008,240.888,154.04,421.888,240.792,154.04,LC4,dend[1671],0.29277712513047705
720575940617266722,427.836,235.288,150.68,427.752,235.16,150.68,LC4,dend[1552],0.8259229492906603
720575940611134833,409.944,244.528,149.92,409.932,244.612,149.92,LC4,dend[2011],0.8076963748977054
720575940611134833,415.32,242.94,154.88,415.316,243.076,154.88,LC4,dend[1624],0.3869123006915292
720575940611134833,406.216,244.816,158.52,406.38,244.82,158.52,LC4,dend[1955],0.8079475585157785
720575940622539800,427.064,242.288,149.16,427.024,242.192,149.12,LC4,dend[1463],0.3642326903427338
720575940638496720,414.216,243.816,157.92,414.204,243.936,157.92,LC4,dend[1627],0.26641669497191367
720575940633580384,421.128,239.572,157.08,421.208,239.512,157.08,LC4,dend[1689],0.944929110218659
720575940612518055,418.524,246.008,148.88,418.568,245.9,148.88,LC4,dend[1647],0.3304010177365875
720575940617266722,420.424,241.628,155.88,420.464,241.78,155.88,LC4,dend[1677],0.6911346217076498
720575940626626895,422.908,242.956,151.8,422.976,242.784,151.8,LC4,dend[1655],0.5603503730243934
720575940615575007,425.836,243.952,147.24,425.912,244.052,147.2,LC4,dend[1742],0.5217612717733545
720575940638496720,420.608,240.092,154.36,420.528,240.096,154.32,LC4,dend[1667],0.634758004440406
720575940618807105,406.056,241.088,159.16,406.04,240.964,159.16,LC4,dend[2000],0.534018377119123
720575940622531767,429.224,232.22,151.04,429.34,232.272,151.04,LC4,dend[1555],0.48417176601665485
720575940638496720,422.08,241.784,151.76,422.064,241.936,151.76,LC4,dend[1657],0.17467434650836247
720575940614572742,427.44,243.0,140.36,427.484,243.088,140.32,LC4,dend[1896],0.23183733088198405
720575940618676440,427.908,234.728,153.12,427.972,234.836,153.12,LC4,dend[1564],0.9741428624738263
720575940626626895,430.512,234.26,154.32,430.384,234.16,154.32,LC4,dend[1569],1.0
720575940628064260,426.328,243.684,145.16,426.228,243.728,145.16,LC4,dend[1744],0.12847173793246253
720575940622531767,430.42,231.928,154.56,430.476,232.104,154.56,LC4,dend[1568],1.0
720575940612518055,418.728,246.048,149.16,418.62,245.964,149.16,LC4,dend[1647],0.37682779394900784
720575940615575007,425.916,243.996,147.28,426.0,244.068,147.28,LC4,dend[1742],0.6017488305089033
720575940616713355,408.18,244.38,159.24,408.068,244.248,159.2,LC4,dend[1960],1.0
720575940617176321,409.928,245.364,151.56,409.896,245.464,151.56,LC4,dend[1928],0.7536460315945736
720575940626916936,421.076,242.856,151.68,421.1,242.744,151.64,LC4,dend[1653],0.13844350613724168
720575940617026260,419.312,244.428,147.96,419.268,244.52,147.96,LC4,dend[1583],0.8797430507160391
720575940634517856,407.044,244.48,156.2,406.908,244.468,156.2,LC4,dend[1948],0.9899619241118645
720575940615575007,414.888,243.716,156.6,414.856,243.628,156.6,LC4,dend[1630],1.0
720575940638496720,437.364,231.736,143.64,437.308,231.648,143.64,LC4,dend[1800],0.09350891167974468
720575940625934973,428.392,238.252,146.32,428.292,238.192,146.32,LC4,dend[1484],0.4773168076308244
720575940638456227,420.132,238.936,157.32,420.176,238.848,157.36,LC4,dend[1692],0.8621994451526336
720575940611134833,424.644,241.156,146.08,424.676,241.228,146.08,LC4,dend[1457],0.9275241514337084
720575940615575007,421.056,241.312,155.12,421.024,241.2,155.12,LC4,dend[1677],0.29776307905876825
720575940617266722,420.492,241.56,155.96,420.584,241.624,156.0,LC4,dend[1677],0.6691689240213002
720575940605598892,420.44,240.144,154.12,420.44,240.024,154.08,LC4,dend[1667],0.7619833370368748
720575940625038090,419.996,238.184,154.4,420.108,238.224,154.4,LC4,dend[1701],0.1681316962812819
720575940618676440,428.388,234.776,151.92,428.292,234.792,151.92,LC4,dend[1563],0.9673764021838372
720575940628064260,428.632,237.7,145.88,428.712,237.696,145.92,LC4,dend[1484],0.71803509844338
720575940626626895,429.104,239.344,140.6,429.184,239.452,140.56,LC4,dend[1869],0.469947571167566
720575940630851036,429.924,237.94,146.12,429.816,237.852,146.12,LC4,dend[1487],0.8805292137815854
720575940615053580,402.928,247.288,158.64,402.836,247.328,158.64,LC4,dend[1939],0.85069817375553
720575940611134833,413.448,237.308,156.48,413.52,237.368,156.4,LC4,dend[1609],0.5272699291792956
720575940613022175,420.536,239.528,154.12,420.572,239.636,154.12,LC4,dend[1668],1.0
720575940617026260,413.464,238.408,160.6,413.424,238.48,160.56,LC4,dend[1604],0.18357522563461595
720575940619397542,427.436,235.976,153.76,427.432,235.92,153.72,LC4,dend[1565],0.6165903559883527
720575940629753807,420.792,242.016,152.68,420.908,241.964,152.68,LC4,dend[1665],0.5317062656415414
720575940638456227,421.032,240.912,155.0,420.976,241.004,154.96,LC4,dend[1677],0.2215548855546759
720575940611134833,431.852,235.524,147.48,431.736,235.624,147.44,LC4,dend[1578],0.4168336416448966
720575940638496720,428.512,243.56,145.68,428.608,243.636,145.64,LC4,dend[1749],0.9109527418783002
720575940617266722,423.588,243.644,141.32,423.544,243.752,141.32,LC4,dend[1904],0.9828714872344235
720575940611134833,415.208,242.072,154.84,415.212,241.94,154.84,LC4,dend[1592],0.3256295918101821
720575940630851036,424.124,239.768,154.44,424.248,239.816,154.44,LC4,dend[1673],0.2505705430627206
720575940622539800,436.436,238.68,146.08,436.464,238.6,146.04,LC4,dend[1785],0.4463897173931596
720575940631338271,417.284,244.868,151.56,417.308,244.992,151.56,LC4,dend[1640],0.4787817339611466
720575940631338271,438.348,235.564,144.36,438.468,235.596,144.36,LC4,dend[1789],0.9487560270533716
720575940622939836,427.732,237.988,148.32,427.624,237.924,148.36,LC4,dend[1492],0.1583347395996936
720575940618371520,413.796,238.228,160.12,413.744,238.36,160.12,LC4,dend[1602],0.6993589099634181
720575940638496720,420.824,244.8,148.64,420.88,244.888,148.64,LC4,dend[1727],0.6857704476071287
720575940638456227,428.16,240.876,143.56,428.28,240.756,143.52,LC4,dend[1856],1.0
720575940638496720,423.96,241.52,146.36,423.988,241.628,146.36,LC4,dend[1457],0.6404463462990322
720575940613256863,410.988,244.48,153.76,411.092,244.52,153.76,LC4,dend[2028],0.6592630549778719
720575940625038090,420.048,238.236,154.32,420.16,238.32,154.32,LC4,dend[1701],0.09980519608085091
720575940630826552,412.868,238.572,160.2,413.02,238.472,160.2,LC4,dend[1602],1.0
720575940632769180,419.288,242.848,157.24,419.4,242.896,157.28,LC4,dend[1679],1.0
720575940659060865,428.472,237.632,149.68,428.356,237.616,149.68,LC4,dend[1575],0.849104016819451
720575940630017810,436.668,238.676,137.52,436.748,238.728,137.48,LC4,dend[1840],0.9580698911819845
720575940613260959,417.988,245.256,151.0,417.996,245.412,151.0,LC4,dend[1645],0.33868542236825055
720575940618371520,424.464,239.996,154.68,424.352,239.932,154.68,LC4,dend[1673],0.24221781690899202
720575940628454522,421.78,242.148,148.52,421.748,242.264,148.52,LC4,dend[1650],0.5803833636426848
720575940638496720,420.416,244.88,147.08,420.476,245.016,147.08,LC4,dend[1733],0.6728113755963416
720575940622539800,421.084,244.084,147.68,421.228,244.116,147.68,LC4,dend[1724],0.35536228486238836
720575940634517856,415.44,238.0,158.76,415.38,238.124,158.72,LC4,dend[1600],1.0
720575940615127227,430.388,239.5,141.96,430.336,239.608,141.96,LC4,dend[1864],1.0
720575940612518055,407.324,242.956,162.04,407.32,242.852,162.08,LC4,dend[1968],0.9825377274083154
720575940632769180,421.816,241.824,149.4,421.744,241.932,149.44,LC4,dend[1650],0.9024035835531279
720575940617026260,404.76,241.388,164.84,404.624,241.296,164.84,LC4,dend[1977],0.5259441096049928
720575940618676440,411.352,245.86,150.28,411.42,245.748,150.28,LC4,dend[2045],1.0
720575940610522009,420.168,241.904,156.6,420.16,241.996,156.56,LC4,dend[1677],0.9482766225723481
720575940618312606,419.34,236.764,156.48,419.228,236.632,156.48,LC4,dend[1710],0.4327061846082203
720575940625038090,425.48,240.656,146.36,425.604,240.588,146.36,LC4,dend[1459],0.6100771326770252
720575940618807105,415.484,240.38,156.28,415.476,240.2,156.28,LC4,dend[1593],0.18501904247621626
720575940618312606,406.084,243.536,157.88,406.096,243.436,157.88,LC4,dend[1995],0.9942308167574563
720575940659060865,406.68,245.516,155.32,406.72,245.432,155.28,LC4,dend[1948],0.08103460978258566
720575940615053580,421.96,247.352,137.44,421.872,247.396,137.44,LC4,dend[2070],1.0
720575940611134833,420.596,243.06,144.84,420.664,243.136,144.84,LC4,dend[1734],0.19011995466458737
720575940616713355,402.776,247.316,158.84,402.756,247.452,158.76,LC4,dend[1939],0.9074823724056236
720575940626626895,427.272,239.16,146.88,427.176,239.076,146.88,LC4,dend[1477],1.0
720575940628064260,424.988,237.348,147.84,424.92,237.228,147.8,LC4,dend[1475],0.9747857356280861
720575940615462587,434.536,232.92,153.04,434.496,233.052,153.04,LC4,dend[1530],0.22561643564820497
720575940618807105,423.856,240.276,154.28,423.84,240.14,154.24,LC4,dend[1673],0.02139828161305088
720575940615575007,414.208,244.12,157.72,414.184,243.992,157.72,LC4,dend[1627],0.20544843882766115
720575940622539800,416.196,245.58,152.2,416.308,245.536,152.16,LC4,dend[1642],1.0
720575940638496720,422.66,241.964,151.48,422.752,242.032,151.44,LC4,dend[1718],0.3412200945500747
720575940615462587,434.428,239.996,145.72,434.456,239.908,145.68,LC4,dend[1779],0.23262289511723142
720575940626916936,404.472,243.852,162.96,404.444,243.732,162.96,LC4,dend[1970],0.8615157133689162
720575940611134833,429.7,240.176,141.52,429.608,240.108,141.6,LC4,dend[1865],0.3739351524080313
720575940611134833,415.492,241.864,155.12,415.448,241.752,155.12,LC4,dend[1592],0.4134927684673962
720575940617266722,427.788,235.524,149.88,427.664,235.524,149.88,LC4,dend[1552],0.15332986579156704
720575940612518055,406.652,244.144,158.48,406.636,244.26,158.44,LC4,dend[1956],0.5098301808652824
720575940611134833,431.36,235.744,150.48,431.312,235.688,150.52,LC4,dend[1500],0.8404633973832472
720575940630017810,420.752,242.396,151.84,420.828,242.524,151.84,LC4,dend[1653],0.2064037184470338
720575940605598892,413.636,237.94,152.32,413.596,237.952,152.36,LC4,dend[2037],1.0
720575940617266722,420.536,239.228,154.88,420.484,239.384,154.88,LC4,dend[1700],0.4402290919894865
720575940626626895,428.192,238.272,146.2,428.2,238.184,146.24,LC4,dend[1484],0.4666728455832935
720575940617026260,405.336,241.784,164.52,405.276,241.676,164.52,LC4,dend[1976],0.969710805762999
720575940610522009,434.656,240.196,142.68,434.728,240.276,142.68,LC4,dend[1840],0.12684111890060512
720575940622531767,420.332,234.552,156.12,420.24,234.4,156.16,LC4,dend[1713],0.1911343811958472
720575940622539800,404.328,243.876,162.56,404.408,243.916,162.56,LC4,dend[1970],0.46224404517989354
720575940634517856,429.032,232.568,151.16,429.08,232.696,151.16,LC4,dend[1554],1.0
720575940622539800,420.18,247.54,140.2,420.044,247.444,140.28,LC4,dend[1442],0.7123837596999627
720575940630017810,436.96,238.752,137.92,436.832,238.776,137.88,LC4,dend[1840],0.9096317101758108
720575940618113300,421.516,244.152,147.96,421.388,244.176,147.96,LC4,dend[1724],0.4857529468352163
720575940622531767,418.204,244.36,151.88,418.088,244.32,151.92,LC4,dend[1638],1.0
720575940625934973,417.36,245.816,151.96,417.344,245.66,151.96,LC4,dend[1640],0.6382971400914327
720575940620903551,423.916,243.328,152.2,423.712,243.328,152.16,LC4,dend[1655],0.9635234358144402
720575940628064260,434.232,233.752,151.72,434.356,233.764,151.76,LC4,dend[1512],0.6126452221765714
720575940633580384,432.672,240.82,145.68,432.828,240.772,145.68,LC4,dend[1769],0.845790224592324
720575940622539800,434.092,231.856,152.36,434.104,231.712,152.28,LC4,dend[1524],0.34530678781181107
720575940618807105,421.972,241.424,154.0,421.868,241.436,153.96,LC4,dend[1666],0.32736128132914993
720575940605598892,413.036,247.512,150.04,413.056,247.392,150.04,LC4,dend[2056],0.26451330232810366
720575940626626895,427.436,239.204,146.76,427.448,239.244,146.72,LC4,dend[1478],0.29884261786609834
720575940618807105,421.98,241.376,154.0,421.884,241.292,154.0,LC4,dend[1666],0.4418372442504568
720575940630484495,429.596,240.192,147.0,429.468,240.248,147.0,LC4,dend[1479],0.8586865368979942
720575940630826552,413.976,233.736,156.88,413.888,233.736,156.88,LC4,dend[1619],0.6439315898774296
720575940640612480,436.448,232.6,152.48,436.432,232.504,152.48,LC4,dend[1526],0.9816488277872761
720575940628122883,424.268,237.168,155.4,424.212,237.24,155.36,LC4,dend[1675],0.9384046686460092
720575940631338271,426.012,244.272,143.68,426.02,244.38,143.72,LC4,dend[1882],0.6780773512497302
720575940615575007,414.448,243.712,157.04,414.404,243.624,157.0,LC4,dend[1625],0.6136766688628944
720575940626916936,420.412,243.256,152.32,420.28,243.164,152.32,LC4,dend[1653],0.4267990336823316
720575940638496720,408.652,246.436,153.16,408.56,246.36,153.16,LC4,dend[1930],0.555011602243422
720575940622539800,431.552,234.84,150.92,431.588,234.94,150.92,LC4,dend[1502],1.0
720575940630851036,421.104,239.848,154.84,421.084,239.984,154.8,LC4,dend[1684],0.7241441198836761
720575940622539800,422.872,241.904,152.12,422.852,242.012,152.08,LC4,dend[1658],0.4747613042954077
720575940638456227,421.024,240.936,155.0,420.944,241.048,155.0,LC4,dend[1677],0.24560898993174185
720575940659060865,425.596,243.96,146.88,425.536,244.056,146.88,LC4,dend[1742],0.19618690222173846
720575940615575007,429.416,236.38,149.08,429.36,236.496,149.08,LC4,dend[1497],1.0
720575940615053580,406.096,246.432,155.08,406.068,246.344,155.08,LC4,dend[1943],0.5600454300123595
720575940630998339,428.452,241.792,149.76,428.368,241.86,149.72,LC4,dend[1463],0.7104388653973628
720575940626626895,422.84,245.064,148.96,422.752,245.108,149.0,LC4,dend[1728],1.0
720575940632769180,414.268,244.1,158.2,414.236,243.992,158.16,LC4,dend[1627],0.3435068141450642
720575940626626895,408.084,242.948,159.4,408.072,243.056,159.36,LC4,dend[1961],0.633013353192073
720575940615575007,433.92,240.152,143.72,434.012,240.192,143.76,LC4,dend[1838],0.7378409823135462
720575940612518055,433.832,240.108,146.52,433.804,239.992,146.48,LC4,dend[1776],1.0
720575940626626895,427.344,239.172,146.8,427.264,239.232,146.8,LC4,dend[1477],1.0
720575940615053580,414.04,243.732,156.12,414.168,243.72,156.2,LC4,dend[1624],0.9578873374474787
720575940630998339,429.144,233.036,150.8,429.08,233.1,150.88,LC4,dend[1554],1.0
720575940616713355,415.504,240.956,152.84,415.436,241.036,152.8,LC4,dend[1634],0.9512361333042384
720575940618312606,433.32,240.768,144.76,433.428,240.708,144.72,LC4,dend[1836],0.7219103003318486
720575940618807105,423.128,240.372,154.0,423.024,240.308,154.0,LC4,dend[1671],0.8619306783094958
720575940617176321,410.072,245.312,151.44,410.096,245.428,151.44,LC4,dend[1928],0.6414142243831887
720575940618312606,407.112,244.088,156.0,407.048,244.176,156.04,LC4,dend[1949],1.0
720575940618676440,427.62,241.564,147.4,427.648,241.468,147.44,LC4,dend[1464],0.7363261776897636
720575940626626895,430.484,234.292,154.36,430.36,234.156,154.4,LC4,dend[1569],0.9975582101008651
720575940618723749,422.112,242.2,149.24,422.008,242.12,149.24,LC4,dend[1650],0.8221546214227267
720575940618723749,422.068,242.164,149.32,421.904,242.096,149.32,LC4,dend[1650],0.845322032967515
720575940618113300,413.764,238.068,152.4,413.684,237.976,152.44,LC4,dend[2037],1.0
720575940615053580,421.84,246.856,137.96,421.744,246.792,138.0,LC4,dend[1909],0.38039034296339586
720575940633580384,425.584,244.812,144.8,425.592,244.696,144.84,LC4,dend[1881],1.0
720575940629753807,421.188,238.484,157.48,421.24,238.584,157.48,LC4,dend[1693],0.25092556393766474
720575940615575007,422.84,239.86,154.48,422.884,239.78,154.52,LC4,dend[1672],0.8405723159167621
720575940618676440,425.904,241.396,153.72,425.944,241.452,153.76,LC4,dend[1659],0.8086163678001065
720575940611134833,406.288,244.788,158.56,406.376,244.868,158.56,LC4,dend[1955],0.9185102076653529
720575940618113300,421.264,243.616,147.52,421.144,243.6,147.56,LC4,dend[1649],1.0
720575940631338271,427.092,234.744,150.52,427.096,234.66,150.56,LC4,dend[1572],0.9374470928373109
720575940617176321,426.476,241.944,148.24,426.38,241.84,148.24,LC4,dend[1463],0.09541078619883223
720575940638496720,422.068,241.768,151.8,422.04,241.896,151.8,LC4,dend[1657],0.5275653060771783
720575940614572742,417.092,240.872,151.8,417.048,240.944,151.84,LC4,dend[1637],0.6419596837738651
720575940617026260,430.72,242.256,142.24,430.788,242.128,142.2,LC4,dend[1873],0.32162105380090966
720575940620903551,412.84,239.696,161.08,412.732,239.752,161.04,LC4,dend[1604],0.6287319105581004
720575940625934973,424.208,237.956,154.84,424.208,238.08,154.84,LC4,dend[1673],1.0
720575940626626895,427.6,239.12,146.68,427.608,239.376,146.72,LC4,dend[1478],0.3878718023716599
720575940640612480,430.292,236.096,147.12,430.144,236.112,147.12,LC4,dend[1577],0.6250250126745325
720575940618113300,421.604,241.984,148.08,421.564,242.044,148.12,LC4,dend[1650],0.49724438639697877
720575940629753807,426.004,241.376,147.84,426.16,241.352,147.84,LC4,dend[1461],0.7021126092789953
720575940616713355,418.884,236.536,154.36,418.944,236.692,154.36,LC4,dend[1704],0.4830172411076667
720575940615575007,422.928,240.052,154.36,423.016,239.984,154.36,LC4,dend[1671],0.902926017817534
720575940628064260,404.912,244.424,161.36,404.856,244.5,161.28,LC4,dend[1986],0.4802057091370181
720575940625038090,420.656,239.224,153.2,420.552,239.14,153.2,LC4,dend[1669],0.15186920309632918
720575940649229433,416.908,242.408,153.48,416.8,242.336,153.44,LC4,dend[1591],0.2833739229999241
720575940631338271,424.2,244.316,144.32,424.168,244.448,144.28,LC4,dend[1738],0.9922582210853388
720575940640612480,420.18,235.54,155.64,420.248,235.46,155.68,LC4,dend[1711],0.6497944590145989
720575940626626895,427.384,239.152,146.76,427.32,239.212,146.76,LC4,dend[1477],1.0
720575940638456227,427.648,239.632,146.72,427.736,239.548,146.72,LC4,dend[1478],0.47249114370600526
720575940616713355,418.436,247.68,149.92,418.268,247.736,149.88,LC4,dend[1647],0.8420971442734639
720575940628454522,421.792,242.08,148.4,421.752,242.216,148.4,LC4,dend[1650],0.5545524172421377
720575940630851036,424.08,239.804,154.4,424.112,239.944,154.36,LC4,dend[1673],0.16430039086448275
720575940633580384,428.516,243.712,145.16,428.52,243.672,145.2,LC4,dend[1851],1.0
720575940613022175,429.264,240.912,142.56,429.176,240.912,142.56,LC4,dend[1860],0.48357977916324907
720575940622539800,424.104,237.308,155.16,424.2,237.384,155.24,LC4,dend[1675],0.7614977352121901
720575940618371520,424.688,238.66,155.16,424.588,238.692,155.2,LC4,dend[1673],0.8657369755564801
720575940618113300,417.428,240.788,152.08,417.296,240.84,152.04,LC4,dend[1637],0.9223213797069154
720575940620903551,412.808,239.688,161.24,412.768,239.796,161.24,LC4,dend[1604],0.6847239638033871
720575940626626895,427.336,239.144,146.8,427.264,239.056,146.8,LC4,dend[1477],1.0
720575940618312606,406.032,243.62,157.8,405.996,243.472,157.76,LC4,dend[1995],1.0
720575940626626895,422.74,245.128,148.88,422.648,245.172,148.88,LC4,dend[1728],1.0
720575940630826552,420.512,245.704,147.48,420.468,245.588,147.52,LC4,dend[1733],1.0
720575940629753807,425.928,241.416,147.88,426.048,241.44,147.92,LC4,dend[1461],1.0
720575940615127227,414.492,237.212,156.44,414.444,237.256,156.52,LC4,dend[1609],0.49479373708148866
720575940625934973,433.604,240.44,144.28,433.712,240.504,144.32,LC4,dend[1838],0.15752638792546914
720575940613260959,434.728,239.548,143.56,434.736,239.656,143.52,LC4,dend[1839],1.0
720575940626916936,404.408,243.84,162.84,404.416,243.724,162.8,LC4,dend[1970],0.7538050790222324
720575940628454522,404.936,240.252,165.16,404.816,240.152,165.16,LC4,dend[1979],0.7749254789504302
720575940617026260,427.82,235.14,150.92,427.684,235.12,150.84,LC4,dend[1552],0.9357171063572309
720575940610522009,430.984,241.72,146.16,431.08,241.796,146.2,LC4,dend[1768],0.8799018111062462
720575940638456227,420.812,239.312,157.12,420.932,239.288,157.12,LC4,dend[1691],0.5218887721632465
720575940628454522,404.88,240.3,165.24,404.736,240.26,165.28,LC4,dend[1979],0.6324157221913941
720575940618113300,424.228,239.38,148.32,424.188,239.284,148.32,LC4,dend[1469],0.36877078604200386
720575940640612480,404.428,243.768,163.44,404.48,243.88,163.44,LC4,dend[1971],0.7357773164681292
720575940622531767,427.216,244.068,144.0,427.14,243.984,144.0,LC4,dend[1879],0.8265526928299619
720575940626626895,427.384,239.176,146.76,427.384,239.208,146.72,LC4,dend[1478],0.2666202918750567
720575940620903551,429.084,242.328,150.12,429.208,242.308,150.08,LC4,dend[1463],0.9609911875477211
720575940610522009,436.932,231.664,143.72,436.984,231.568,143.72,LC4,dend[1800],0.18968313780507776
720575940617266722,427.768,236.064,150.0,427.696,236.164,150.0,LC4,dend[1542],0.31740747946364156
720575940632769180,421.856,241.84,149.4,421.76,241.92,149.36,LC4,dend[1650],0.8821816672341595
720575940615575007,404.856,245.536,161.48,404.808,245.628,161.48,LC4,dend[1988],0.9856175848290828
720575940613260959,417.576,244.3,150.52,417.68,244.308,150.52,LC4,dend[1587],0.3104689504180132
720575940618676440,406.18,240.2,160.32,406.176,240.3,160.32,LC4,dend[2002],0.27800065239214394
720575940611134833,427.572,236.532,154.4,427.54,236.416,154.4,LC4,dend[1565],0.9792795407366248
720575940620903551,420.864,243.048,154.32,420.8,242.96,154.32,LC4,dend[1716],0.3400082313661139
720575940638496720,420.84,244.748,148.52,420.856,244.852,148.48,LC4,dend[1727],1.0
720575940625934973,431.612,240.504,144.6,431.628,240.38,144.6,LC4,dend[1843],0.05040230647795778
720575940606126438,402.768,245.96,155.8,402.704,245.976,155.8,LPLC2,dend[1935],0.8673240156732153
720575940606126438,402.896,246.04,155.96,402.808,246.096,155.96,LPLC2,dend[1935],0.8800736166909597
