pre,pre_x,pre_y,pre_z,post_x,post_y,post_z,type,mappedSection,mappedSegRangeVar
720575940615575007,430.448,243.672,140.68,430.352,243.64,140.64,LC4,dend[1047],0.9849637410092288
720575940626916936,435.504,236.984,142.36,435.488,237.112,142.4,LC4,dend[669],0.38389223245535703
720575940620903551,408.248,244.264,151.68,408.236,244.168,151.68,LC4,dend[835],0.9582218766107888
720575940630484495,425.292,243.952,145.0,425.2,243.872,144.96,LC4,dend[997],0.7386031520630825
720575940619700229,430.292,237.228,138.52,430.408,237.188,138.52,LC4,dend[364],0.032827425743534894
720575940640612480,424.348,232.296,158.08,424.444,232.244,158.08,LC4,dend[454],0.3916140844016218
720575940613022175,439.04,232.464,141.32,438.892,232.5,141.36,LC4,dend[319],0.5238178089969115
720575940605598892,417.204,240.072,156.12,417.14,240.156,156.12,LC4,dend[757],0.7793495964453915
720575940638456227,436.22,234.944,138.2,436.172,234.952,138.2,LC4,dend[329],0.4153988213167321
720575940629753807,434.988,239.096,139.72,434.92,239.2,139.68,LC4,dend[693],1.0
720575940615575007,407.12,244.636,160.52,407.212,244.716,160.56,LC4,dend[891],0.5713619860751243
720575940615462587,438.44,236.216,138.04,438.536,236.168,138.0,LC4,dend[663],0.277138191897881
720575940625934973,437.764,234.024,137.4,437.68,234.068,137.36,LC4,dend[325],0.47782880991636334
720575940615462587,405.696,243.536,157.6,405.848,243.448,157.68,LC4,dend[894],0.9760172388280887
720575940615127227,429.512,235.272,153.8,429.472,235.176,153.8,LC4,dend[443],0.9476493977374459
720575940630998339,428.752,233.932,152.6,428.652,234.012,152.64,LC4,dend[441],0.6454876828230959
720575940622939836,411.02,241.796,152.84,410.956,241.688,152.8,LC4,dend[865],0.3128871408516507
720575940625934973,413.072,241.532,151.2,413.208,241.58,151.2,LC4,dend[809],0.8411916817780457
720575940605598892,435.804,239.264,144.8,435.96,239.248,144.76,LC4,dend[702],0.8965888998742203
720575940612518055,437.512,238.644,142.24,437.608,238.568,142.24,LC4,dend[665],0.6716690763336582
720575940614572742,415.128,238.284,146.4,415.048,238.216,146.36,LC4,dend[787],0.852903501405051
720575940628462340,437.536,237.256,136.6,437.68,237.26,136.68,LC4,dend[340],1.0
720575940605598892,425.728,243.392,144.76,425.66,243.504,144.76,LC4,dend[997],0.4746613191579721
720575940630484495,428.808,241.52,143.56,428.82,241.396,143.56,LC4,dend[1006],0.7014010135217897
720575940631338271,421.736,243.656,151.76,421.656,243.56,151.8,LC4,dend[941],0.8844196695327579
720575940630017810,432.016,235.248,141.4,432.144,235.28,141.4,LC4,dend[625],0.9638358896836269
720575940628064260,433.3,239.968,146.72,433.376,239.892,146.72,LC4,dend[1025],0.30617428291455967
720575940614914107,422.352,231.936,157.24,422.24,232.064,157.28,LC4,dend[456],0.5705636177930192
720575940626916936,419.196,242.84,147.04,419.208,242.728,147.0,LC4,dend[939],0.3935503686038502
720575940630998339,434.888,234.06,139.8,434.764,234.132,139.84,LC4,dend[644],0.7434779817337742
720575940634517856,415.32,237.888,158.8,415.268,237.992,158.8,LC4,dend[767],0.3448844945102974
720575940659060865,423.656,241.22,153.56,423.752,241.268,153.6,LC4,dend[963],1.0
720575940659060865,423.564,241.308,153.56,423.64,241.352,153.56,LC4,dend[963],1.0
720575940622539800,425.484,242.36,149.68,425.352,242.352,149.64,LC4,dend[727],0.3351788710559766
720575940630017810,436.404,240.268,140.4,436.504,240.272,140.44,LC4,dend[693],1.0
720575940633580384,407.768,244.472,154.96,407.744,244.36,154.96,LC4,dend[877],0.8691815680589395
720575940633580384,408.304,244.376,154.56,408.228,244.26,154.6,LC4,dend[877],0.7357033062666507
720575940615575007,431.268,241.16,141.56,431.408,241.184,141.6,LC4,dend[1040],0.7235450771850201
720575940630017810,418.676,240.312,154.32,418.596,240.46,154.28,LC4,dend[750],0.21757059289615885
720575940611134833,425.496,232.38,154.12,425.592,232.42,154.12,LC4,dend[448],0.5652991251949572
720575940617176321,430.432,241.932,146.44,430.352,241.976,146.44,LC4,dend[1010],0.6099388299649492
720575940620903551,431.888,231.784,147.28,431.732,231.732,147.28,LC4,dend[418],0.44281422628998907
720575940626916936,431.552,233.224,148.56,431.504,233.188,148.64,LC4,dend[478],0.1804037071141561
720575940629753807,418.052,237.816,157.96,418.0,237.92,157.96,LC4,dend[761],1.0
720575940617176321,416.648,240.428,158.92,416.484,240.316,158.96,LC4,dend[760],0.7527773755316562
720575940633580384,429.644,233.316,143.44,429.52,233.288,143.44,LC4,dend[397],0.8117851729342426
720575940612518055,411.26,242.848,153.44,411.144,242.876,153.48,LC4,dend[866],0.6704479482806381
720575940612518055,437.544,238.632,142.4,437.636,238.552,142.36,LC4,dend[665],0.8696556990775635
720575940659060865,429.528,233.792,143.72,429.456,233.708,143.72,LC4,dend[398],0.1273873351046821
720575940614914107,422.356,231.92,157.28,422.304,232.028,157.32,LC4,dend[456],0.5392265483854084
720575940617266722,435.44,233.98,136.52,435.504,234.068,136.52,LC4,dend[333],0.8663467512401325
720575940638496720,407.28,245.016,160.12,407.248,244.872,160.16,LC4,dend[890],1.0
720575940614572742,433.608,234.688,137.16,433.5,234.744,137.12,LC4,dend[343],0.7606772322067554
720575940630017810,418.544,240.076,154.32,418.456,239.972,154.32,LC4,dend[750],0.35299956070083255
720575940630826552,413.328,234.264,152.96,413.256,234.224,153.0,LC4,dend[547],0.958456436471956
720575940625934973,432.256,243.104,139.04,432.344,243.148,139.08,LC4,dend[707],1.0
720575940633580384,430.596,242.956,145.12,430.568,242.824,145.08,LC4,dend[714],1.0
720575940638496720,437.252,240.188,144.4,437.264,240.108,144.44,LC4,dend[702],0.8659512006379065
720575940614572742,428.528,235.976,140.28,428.548,235.872,140.24,LC4,dend[393],1.0
720575940618113300,420.244,239.288,150.48,420.0,239.264,150.44,LC4,dend[733],0.4919932800292851
720575940615127227,430.62,239.688,141.32,430.524,239.612,141.28,LC4,dend[1043],0.8622452645975269
720575940617176321,426.512,241.964,148.2,426.408,242.032,148.2,LC4,dend[725],0.5411454525426723
720575940628122883,426.568,243.7,141.28,426.56,243.616,141.24,LC4,dend[1068],0.6231006266219447
720575940628454522,426.956,240.248,143.32,427.088,240.304,143.32,LC4,dend[1007],0.9257453230917926
720575940649229433,417.028,242.664,153.16,416.932,242.532,153.08,LC4,dend[743],0.4132273534971753
720575940629753807,410.808,244.504,152.52,410.672,244.544,152.52,LC4,dend[863],0.5294857739421914
720575940625934973,431.416,236.364,151.56,431.504,236.476,151.56,LC4,dend[481],1.0
720575940610522009,428.888,232.464,148.96,428.844,232.332,148.92,LC4,dend[426],0.8331513775503943
720575940611134833,433.828,239.104,147.4,433.744,239.16,147.44,LC4,dend[1025],0.9001498291185495
720575940613022175,418.424,239.736,154.2,418.344,239.824,154.2,LC4,dend[750],0.4175587579860557
720575940625038090,415.272,232.2,151.72,415.228,232.072,151.72,LC4,dend[561],0.4295733269573636
720575940614572742,409.696,242.168,154.84,409.66,242.3,154.84,LC4,dend[876],0.7364532446168338
720575940612518055,431.924,232.692,148.08,431.808,232.66,148.04,LC4,dend[477],0.9053855928463656
720575940615053580,427.708,243.652,139.56,427.816,243.656,139.56,LC4,dend[1069],0.34766778275565163
720575940605598892,433.784,234.168,138.84,433.688,234.252,138.84,LC4,dend[640],1.0
720575940611134833,411.152,244.748,147.96,411.284,244.72,147.96,LC4,dend[806],0.9352609152781884
720575940633580384,438.092,237.768,142.28,438.204,237.88,142.28,LC4,dend[674],0.030074485651349955
720575940617026260,437.68,230.324,137.44,437.752,230.248,137.48,LC4,dend[290],0.7181676607498813
720575940619700229,436.368,235.416,135.16,436.264,235.336,135.12,LC4,dend[336],1.0
720575940614572742,415.04,238.332,146.48,414.924,238.372,146.44,LC4,dend[787],0.7781237190663471
720575940626626895,423.256,242.208,153.6,423.22,242.056,153.6,LC4,dend[972],0.44485645072494656
720575940619700229,410.592,242.368,154.4,410.448,242.38,154.36,LC4,dend[875],0.02148866038990162
720575940615575007,431.776,244.116,139.88,431.824,244.192,139.88,LC4,dend[1047],0.3418591739797245
720575940619315696,437.344,240.036,137.72,437.416,240.08,137.68,LC4,dend[691],0.4749126368181064
720575940618676440,408.52,238.776,157.36,408.428,238.748,157.36,LC4,dend[934],0.08041015663438136
720575940618676440,425.94,241.56,152.92,425.868,241.648,152.92,LC4,dend[974],0.43049243992700253
720575940625934973,433.012,234.376,141.16,432.96,234.312,141.2,LC4,dend[626],0.22873428195535897
720575940625991043,440.808,238.116,139.08,440.932,238.144,139.08,LC4,dend[663],0.8163019741787803
720575940605598892,439.144,236.1,136.72,439.044,236.08,136.72,LC4,dend[663],0.26503692089564207
720575940633580384,429.588,233.588,143.96,429.504,233.672,143.96,LC4,dend[398],0.24489843905647374
720575940626916936,419.632,242.948,147.4,419.744,242.92,147.4,LC4,dend[938],1.0
720575940618723749,430.248,242.656,144.88,430.364,242.628,144.88,LC4,dend[714],1.0
720575940610522009,430.952,241.62,146.2,431.016,241.704,146.24,LC4,dend[1010],0.9098838935326411
720575940625991043,435.988,235.368,135.16,436.08,235.32,135.16,LC4,dend[336],1.0
720575940617176321,426.52,241.964,148.2,426.364,241.984,148.24,LC4,dend[725],0.5804671034259354
720575940619700229,426.312,232.672,151.64,426.368,232.584,151.68,LC4,dend[446],0.12992476267179803
720575940633580384,438.08,237.78,142.28,438.204,237.824,142.28,LC4,dend[674],0.04572456039231543
720575940616713355,417.016,246.388,151.08,417.144,246.336,151.04,LC4,dend[737],0.9521119319553669
720575940625934973,415.64,238.324,158.04,415.592,238.424,158.0,LC4,dend[763],0.5849318075225336
720575940619315696,416.728,238.904,153.52,416.892,238.924,153.52,LC4,dend[750],0.9131717300003468
720575940617266722,434.904,231.816,140.28,435.016,231.828,140.28,LC4,dend[307],0.8571181862679867
720575940613260959,428.0,235.808,139.68,428.012,235.924,139.68,LC4,dend[392],0.9325748535988444
720575940622539800,431.22,235.18,139.2,431.28,235.304,139.2,LC4,dend[628],0.8392966534522455
720575940620903551,436.184,239.012,145.04,436.112,238.92,145.04,LC4,dend[702],0.9454295667839135
720575940611134833,431.736,236.684,151.44,431.636,236.768,151.48,LC4,dend[483],0.32669044526072005
720575940619315696,428.7,236.404,138.64,428.724,236.292,138.6,LC4,dend[392],0.33626797522043667
720575940630826552,432.972,233.892,141.52,433.048,233.956,141.48,LC4,dend[626],0.46542745506114963
720575940614572742,425.296,231.168,154.84,425.336,231.28,154.8,LC4,dend[463],0.923587685708312
720575940630484495,426.616,232.304,151.84,426.632,232.4,151.8,LC4,dend[445],0.6001926303993602
720575940619700229,426.18,230.484,152.68,426.016,230.42,152.72,LC4,dend[468],0.5556213935716344
720575940612518055,417.16,240.064,156.76,417.036,240.092,156.72,LC4,dend[757],0.9605138899539375
720575940618723749,431.844,241.712,144.04,431.856,241.844,144.04,LC4,dend[712],0.4361970980630459
720575940625991043,430.876,237.176,138.12,431.008,237.172,138.16,LC4,dend[355],0.667308737792374
720575940618723749,431.596,231.1,148.12,431.536,230.976,148.12,LC4,dend[420],0.5355223119711363
,,,,,,,,dend_12[0],
720575940613022175,418.136,240.6,154.24,418.28,240.556,154.24,LC4,dend[750],0.24247902887954922
720575940611134833,411.604,244.584,147.72,411.608,244.508,147.72,LC4,dend[806],0.65681959812254
720575940638496720,437.224,239.992,143.16,437.216,239.956,143.24,LC4,dend[700],1.0
720575940613260959,413.128,242.032,151.08,413.004,241.928,151.08,LC4,dend[809],0.6567536024434398
720575940615575007,407.28,243.864,159.92,407.164,243.952,159.88,LC4,dend[889],0.5886695158742827
720575940634517856,415.036,237.552,158.48,415.016,237.776,158.52,LC4,dend[766],0.19635272046702126
720575940614572742,428.336,246.392,137.76,428.244,246.496,137.72,LC4,dend[1073],0.30216366330877176
720575940619315696,420.192,237.904,150.88,420.156,238.024,150.88,LC4,dend[733],0.7053613990245688
720575940633580384,408.316,244.352,154.6,408.264,244.212,154.64,LC4,dend[877],0.7106097407279369
720575940626916936,439.332,237.584,138.0,439.432,237.632,138.0,LC4,dend[663],0.58889215059268
720575940625934973,431.24,236.38,151.56,431.28,236.528,151.56,LC4,dend[482],0.5346013694768448
720575940615462587,423.112,240.524,151.16,423.02,240.588,151.16,LC4,dend[960],0.42287545410727895
720575940626626895,435.376,237.888,142.72,435.432,237.784,142.76,LC4,dend[668],0.2537337041849251
720575940640612480,435.812,234.344,137.28,435.74,234.384,137.2,LC4,dend[334],0.859553863360263
720575940632769180,435.536,235.472,134.76,435.6,235.476,134.72,LC4,dend[659],0.07398066116859399
720575940614572742,427.516,232.48,150.8,427.604,232.524,150.84,LC4,dend[440],0.4210705525286697
720575940640612480,435.772,234.28,137.16,435.74,234.356,137.12,LC4,dend[334],0.8588410597249557
720575940638496720,422.444,240.896,151.68,422.552,240.8,151.72,LC4,dend[960],0.44776904076550617
720575940618723749,430.712,234.032,139.0,430.748,233.96,139.0,LC4,dend[353],0.8715359022275379
720575940614914107,441.224,238.096,138.8,441.128,238.152,138.76,LC4,dend[663],0.823445582433974
720575940626916936,438.224,232.452,141.08,438.368,232.4,141.12,LC4,dend[319],0.4664017035314881
720575940634517856,416.492,242.396,150.32,416.528,242.452,150.28,LC4,dend[781],1.0
720575940618807105,407.744,241.076,158.8,407.528,241.064,158.8,LC4,dend[896],0.5763170315629771
720575940614572742,434.472,231.224,137.96,434.448,231.164,137.92,LC4,dend[306],0.8933901694954823
720575940615127227,429.088,239.304,145.16,429.108,239.4,145.16,LC4,dend[1012],1.0
,,,,,,,,dend_12[0],
720575940615462587,422.244,239.416,151.04,422.268,239.248,151.0,LC4,dend[960],0.971092544781528
720575940613256863,431.5,236.504,135.48,431.408,236.484,135.48,LC4,dend[650],0.5205118814683021
720575940617266722,412.076,234.508,153.44,411.976,234.424,153.52,LC4,dend[542],1.0
720575940613260959,411.064,243.232,153.68,411.116,243.124,153.64,LC4,dend[866],1.0
720575940659060865,436.504,240.608,142.28,436.292,240.592,142.2,LC4,dend[700],0.8909856503038154
720575940628454522,420.168,240.624,154.88,420.064,240.572,154.84,LC4,dend[756],1.0
720575940628454522,433.464,235.296,135.12,433.388,235.2,135.12,LC4,dend[655],0.32092858573868577
720575940633580384,433.504,239.036,147.6,433.616,239.112,147.56,LC4,dend[1025],0.9460150308679843
720575940620903551,423.968,232.592,156.92,424.04,232.488,156.92,LC4,dend[453],0.9550389650766181
720575940628064260,428.712,235.852,140.08,428.556,235.84,140.08,LC4,dend[393],0.9087792370231981
720575940619315696,416.924,238.752,153.32,417.044,238.724,153.32,LC4,dend[752],0.3829644958563957
720575940659060865,431.848,234.576,137.96,431.82,234.44,137.96,LC4,dend[348],0.46870025772799956
720575940618676440,432.508,233.42,138.16,432.432,233.484,138.16,LC4,dend[348],0.4323896421773555
720575940619700229,427.868,232.076,151.0,427.888,232.176,150.96,LC4,dend[440],0.379199103054185
720575940625934973,413.064,241.536,151.2,413.192,241.612,151.24,LC4,dend[809],0.8439921983069614
720575940611134833,436.324,237.984,141.2,436.32,237.824,141.2,LC4,dend[686],0.7685939612978767
720575940630484495,411.348,240.824,153.0,411.336,240.892,152.92,LC4,dend[865],0.5770216201858708
720575940640612480,422.104,232.476,158.68,421.984,232.556,158.72,LC4,dend[459],0.9717937002621371
720575940631338271,431.868,233.248,151.36,431.924,233.384,151.36,LC4,dend[484],0.7978854374457235
720575940630826552,429.72,233.864,144.52,429.64,233.912,144.48,LC4,dend[398],0.6136595532623774
720575940617176321,428.124,233.088,151.8,428.016,233.136,151.76,LC4,dend[441],0.21782439989460364
720575940613022175,435.68,237.856,143.0,435.648,237.984,143.0,LC4,dend[667],0.2734962607845847
720575940619700229,434.62,239.212,139.56,434.768,239.2,139.6,LC4,dend[693],1.0
720575940614572742,434.724,231.372,137.96,434.644,231.504,137.96,LC4,dend[306],0.5312944560412018
720575940619700229,436.464,240.104,137.16,436.436,240.224,137.16,LC4,dend[691],0.6888669857808174
720575940614572742,424.516,232.128,158.36,424.512,232.24,158.32,LC4,dend[454],0.4844123930563479
720575940631338271,429.48,242.272,140.12,429.428,242.248,140.08,LC4,dend[1070],0.6797754029967733
720575940628454522,421.344,238.848,156.96,421.484,238.864,156.96,LC4,dend[970],0.7672912517141947
720575940659060865,423.584,241.3,153.52,423.692,241.388,153.52,LC4,dend[963],0.9909324127337645
720575940618723749,431.592,231.132,148.08,431.492,231.04,148.08,LC4,dend[420],0.504196876827751
720575940615462587,418.352,239.696,154.04,418.288,239.76,154.04,LC4,dend[750],0.4577696922005711
720575940625038090,437.528,239.68,137.52,437.564,239.804,137.52,LC4,dend[691],0.4027834238346814
720575940633580384,432.812,240.124,146.12,432.792,239.976,146.12,LC4,dend[1026],0.42235147062437095
720575940617026260,420.892,242.872,148.12,420.8,242.792,148.12,LC4,dend[938],0.5275371320697885
720575940612518055,435.472,231.888,140.16,435.376,231.932,140.12,LC4,dend[307],0.7948810192305418
720575940613260959,411.08,243.248,153.72,411.104,243.14,153.72,LC4,dend[866],1.0
720575940628454522,434.12,234.68,135.68,434.0,234.756,135.72,LC4,dend[655],0.09281252933844254
720575940619397542,428.06,235.428,153.32,428.04,235.304,153.36,LC4,dend[443],0.20117954243867112
720575940630851036,407.672,240.896,158.56,407.544,240.952,158.56,LC4,dend[896],0.46952255246987923
,,,,,,,,dend_12[0],
720575940633580384,431.064,235.088,150.2,431.152,235.008,150.2,LC4,dend[479],0.4787213316889977
720575940613022175,429.804,243.452,139.68,429.892,243.552,139.6,LC4,dend[1049],0.3878356728232771
720575940622539800,431.124,235.0,137.84,431.028,234.92,137.84,LC4,dend[627],1.0
720575940615053580,412.2,244.956,155.84,412.1,244.836,155.8,LC4,dend[870],1.0
720575940616713355,426.016,240.608,152.64,425.952,240.588,152.68,LC4,dend[975],0.9474541748271005
720575940612518055,431.716,233.992,140.16,431.708,233.84,140.16,LC4,dend[624],0.5514963599603312
720575940613260959,427.96,235.848,139.56,427.932,235.952,139.56,LC4,dend[392],0.8835651483014734
720575940633580384,433.632,239.3,146.68,433.584,239.664,146.76,LC4,dend[1025],0.4205309478634812
720575940615575007,407.312,243.86,159.96,407.196,243.912,159.96,LC4,dend[889],0.7624075661855004
720575940659060865,430.928,233.944,139.16,430.828,233.852,139.2,LC4,dend[365],0.4835777427537127
720575940622531767,432.436,241.852,144.92,432.432,241.98,144.92,LC4,dend[1016],0.29152852981410793
720575940612518055,435.368,231.812,139.84,435.264,231.784,139.88,LC4,dend[307],0.6851501891720528
720575940630826552,429.72,233.888,144.52,429.612,233.916,144.56,LC4,dend[398],0.6551561217446837
720575940622531767,438.564,232.068,144.0,438.676,232.068,144.04,LC4,dend[320],0.714429088894435
720575940628064260,429.372,240.66,146.6,429.432,240.816,146.64,LC4,dend[1003],0.9478894774923694
720575940620903551,434.452,235.776,136.28,434.52,235.852,136.28,LC4,dend[662],0.23350633960697031
720575940626626895,430.248,240.972,145.32,430.136,240.94,145.36,LC4,dend[1011],0.49173800327090916
720575940629753807,430.76,238.784,142.88,430.712,238.944,142.92,LC4,dend[1018],0.9817084545149122
720575940618113300,420.212,239.332,150.48,419.984,239.352,150.44,LC4,dend[733],0.47830437458740327
720575940628462340,416.54,238.272,153.72,416.676,238.268,153.72,LC4,dend[751],0.6089223806950108
720575940634517856,412.896,242.44,150.48,412.988,242.4,150.48,LC4,dend[801],1.0
720575940633580384,433.6,239.468,146.52,433.604,239.608,146.52,LC4,dend[1025],0.3241034581300834
720575940617176321,436.872,232.172,137.04,436.776,232.08,137.0,LC4,dend[303],0.5508483792599325
720575940612518055,417.144,240.048,156.76,416.992,240.04,156.76,LC4,dend[757],0.9878779090429195
720575940629753807,415.296,237.756,159.32,415.184,237.804,159.32,LC4,dend[767],0.8800016590140404
720575940638456227,427.912,240.936,143.52,427.96,240.872,143.44,LC4,dend[1008],0.49827495296273044
720575940631338271,438.216,235.592,144.4,438.328,235.728,144.4,LC4,dend[680],0.9056954529158829
720575940628462340,431.572,237.612,138.16,431.48,237.58,138.16,LC4,dend[356],0.17098070374489943
720575940618676440,413.532,234.188,153.24,413.448,234.26,153.24,LC4,dend[547],1.0
720575940630826552,431.432,231.988,142.88,431.424,231.952,142.88,LC4,dend[409],0.7709194639075818
720575940613256863,429.164,246.428,137.64,429.132,246.536,137.64,LC4,dend[1073],0.24351387853310164
720575940630017810,426.876,244.772,139.92,427.0,244.768,139.92,LC4,dend[1053],0.9137931635025801
720575940617176321,416.292,240.4,159.24,416.244,240.3,159.28,LC4,dend[760],0.932768348822814
720575940629753807,410.828,244.484,152.52,410.704,244.456,152.48,LC4,dend[863],0.49970471178290315
720575940614572742,428.32,242.144,140.12,428.424,242.052,140.12,LC4,dend[1071],0.5492088671202096
720575940633580384,421.272,245.616,149.24,421.396,245.608,149.2,LC4,dend[945],1.0
,,,,,,,,dend_12[0],
720575940628462340,425.552,231.664,154.96,425.648,231.736,154.96,LC4,dend[448],0.9365967182525404
720575940626626895,423.776,241.916,153.6,423.744,241.764,153.6,LC4,dend[962],0.9564951838272678
720575940618723749,418.472,237.84,157.64,418.456,237.936,157.68,LC4,dend[761],1.0
720575940622939836,418.82,240.896,155.08,418.72,240.764,155.08,LC4,dend[755],1.0
720575940618807105,427.636,242.824,145.88,427.76,242.932,145.88,LC4,dend[994],0.680279056577655
720575940633580384,431.056,235.152,150.24,431.184,235.152,150.24,LC4,dend[479],0.556737089380365
720575940620903551,433.268,235.42,138.28,433.372,235.444,138.28,LC4,dend[639],0.7138418308035759
720575940620903551,434.636,240.836,145.24,434.616,240.968,145.2,LC4,dend[1022],0.6947936947889533
720575940618312606,433.808,240.652,141.08,433.888,240.592,141.08,LC4,dend[698],0.48746230832976095
720575940626626895,424.972,240.94,150.96,424.848,240.984,150.96,LC4,dend[959],0.7637621110079791
720575940638456227,415.408,238.12,158.6,415.304,238.136,158.6,LC4,dend[767],0.12280977184639667
720575940625991043,433.968,236.224,135.12,433.896,236.224,135.16,LC4,dend[661],0.8742135526509529
720575940614914107,424.244,231.768,156.04,424.24,231.664,156.04,LC4,dend[451],0.8993560227955723
720575940616713355,424.748,242.344,150.04,424.908,242.408,150.08,LC4,dend[957],0.3121630885624988
720575940610522009,427.184,243.092,147.4,427.164,243.008,147.4,LC4,dend[723],1.0
720575940617026260,431.664,243.256,139.2,431.744,243.276,139.16,LC4,dend[707],1.0
720575940640612480,432.924,237.764,145.08,432.844,237.872,145.12,LC4,dend[1029],0.9351656802326942
720575940632769180,430.26,232.284,145.88,430.396,232.244,145.92,LC4,dend[416],1.0
720575940628122883,426.196,243.172,141.32,426.356,243.156,141.32,LC4,dend[1067],0.7068917576520076
720575940638496720,437.276,239.864,143.0,437.152,239.832,142.96,LC4,dend[700],1.0
720575940617026260,413.444,233.92,153.4,413.376,234.024,153.36,LC4,dend[547],0.940899355950529
720575940618371520,418.524,241.328,148.52,418.484,241.444,148.52,LC4,dend[775],0.49495955655404855
720575940628454522,426.2,231.556,154.8,426.164,231.684,154.8,LC4,dend[448],0.852108089869589
720575940628454522,425.976,231.556,155.2,425.84,231.572,155.16,LC4,dend[448],1.0
720575940622531767,431.136,238.436,140.12,431.128,238.308,140.12,LC4,dend[364],1.0
720575940611134833,418.312,240.896,154.24,418.4,240.812,154.28,LC4,dend[750],0.15856489910637914
720575940605598892,437.224,239.972,143.16,437.192,239.912,143.16,LC4,dend[700],1.0
720575940618676440,431.964,232.972,143.4,431.856,232.856,143.44,LC4,dend[410],0.9875232725083034
720575940613260959,438.456,232.88,139.6,438.36,232.852,139.6,LC4,dend[319],0.16106492456754007
720575940616713355,418.412,247.632,149.92,418.468,247.756,149.84,LC4,dend[950],0.6472376121112323
720575940649229433,428.176,240.072,143.2,428.024,240.028,143.2,LC4,dend[1007],0.25235863944723225
720575940618676440,428.008,242.764,145.96,427.96,242.856,145.96,LC4,dend[994],0.5485342332153313
720575940659060865,417.904,246.08,151.52,417.74,246.024,151.52,LC4,dend[735],1.0
720575940625038090,432.172,242.024,138.88,432.308,242.072,138.84,LC4,dend[707],1.0
720575940622539800,430.676,242.156,144.44,430.772,242.2,144.4,LC4,dend[714],0.4836204260868244
720575940615575007,431.696,244.176,139.88,431.728,244.28,139.88,LC4,dend[1047],0.23302943275563218
