pre,pre_x,pre_y,pre_z,post_x,post_y,post_z,type,Unnamed: 9,247.408,mappedSection,mappedSegRangeVar
720575940613260959,429.66,234.956,156.36,429.704,234.844,156.32,LC4,,,dend[1190],0.9298463796058273
720575940622939836,421.652,232.148,160.52,421.76,232.12,160.44,LC4,,,dend[613],0.9910904359926026
720575940614572742,420.38,238.68,148.64,420.264,238.64,148.64,LC4,,,dend[493],0.7984301738108464
720575940612518055,417.792,236.828,160.64,417.888,236.896,160.64,LC4,,,dend[948],0.7029693705379395
720575940620903551,431.624,231.928,147.92,431.512,231.94,147.92,LC4,,,dend[1153],0.30094864224137763
720575940618807105,424.016,233.04,157.8,423.944,232.936,157.8,LC4,,,dend[612],0.4963959176319025
720575940614914107,420.688,231.792,158.08,420.684,231.808,158.0,LC4,,,dend[457],0.207790585668437
720575940625991043,422.204,230.364,156.92,422.14,230.476,156.92,LC4,,,dend[455],0.8022785593786408
720575940634517856,420.336,236.304,154.68,420.3,236.16,154.64,LC4,,,dend[478],0.7189434601158796
720575940626916936,428.428,231.904,155.4,428.448,232.072,155.44,LC4,,,dend[1195],0.6924000877682908
720575940640612480,423.464,237.748,151.36,423.44,237.856,151.36,LC4,,,dend[490],0.9775862612776142
720575940615053580,413.74,246.348,152.16,413.676,246.46,152.16,LC4,,,dend[1015],0.10708754067326107
720575940628064260,430.192,232.504,154.36,430.216,232.64,154.32,LC4,,,dend[1114],0.7781943210905348
720575940630826552,409.148,238.5,162.56,409.04,238.432,162.56,LC4,,,dend[777],1.0
720575940611134833,413.772,236.944,156.72,413.872,236.932,156.76,LC4,,,dend[912],0.955441941766328
720575940622539800,432.476,232.836,146.32,432.344,232.8,146.32,LC4,,,dend[1178],0.48963032079655744
720575940632769180,428.092,230.136,158.04,428.24,230.088,158.04,LC4,,,dend[1102],0.034864044001828645
720575940615575007,431.444,233.328,152.08,431.392,233.204,152.08,LC4,,,dend[1180],0.23554966088132828
720575940613260959,433.744,235.704,138.88,433.612,235.672,138.88,LC4,,,dend[1168],0.5675956888521692
720575940632769180,418.976,233.872,161.48,418.984,233.78,161.48,LC4,,,dend[932],0.15359692787570925
720575940618371520,425.892,239.656,154.0,425.968,239.664,154.0,LC4,,,dend[596],0.29444558987790376
720575940625934973,428.404,230.14,155.48,428.316,230.1,155.52,LC4,,,dend[1103],0.9586906014165345
720575940619315696,416.436,232.6,161.52,416.344,232.688,161.48,LC4,,,dend[740],0.6041955292426706
720575940611134833,404.868,245.56,159.32,404.784,245.664,159.32,LC4,,,dend[867],0.4609348567168151
720575940610522009,431.244,233.032,151.0,431.296,232.952,150.96,LC4,,,dend[1149],0.3941945824418741
720575940615127227,414.128,237.276,155.84,414.072,237.16,155.88,LC4,,,dend[915],0.5902348023646566
720575940617026260,431.736,232.556,145.6,431.836,232.528,145.56,LC4,,,dend[1161],0.6010116183917701
720575940613256863,411.608,241.812,158.48,411.744,241.84,158.48,LC4,,,dend[1022],0.8831851378892197
720575940626916936,410.064,235.392,160.56,410.164,235.376,160.56,LC4,,,dend[872],0.4055884735710012
720575940612518055,417.464,236.256,161.56,417.372,236.152,161.6,LC4,,,dend[934],0.30187899983390093
720575940619315696,423.724,231.376,157.96,423.804,231.392,157.96,LC4,,,dend[452],0.779015536253108
720575940618807105,404.608,242.42,159.88,404.552,242.52,159.88,LC4,,,dend[828],0.6390559215394906
720575940613260959,423.72,233.68,151.04,423.6,233.724,151.04,LC4,,,dend[484],0.31904676506354035
720575940628454522,415.152,235.612,158.04,415.008,235.648,158.04,LC4,,,dend[909],0.7771824519109986
720575940610522009,428.072,238.396,155.8,428.176,238.42,155.8,LC4,,,dend[604],0.20560680773545945
720575940619315696,423.604,231.452,157.96,423.664,231.54,157.96,LC4,,,dend[452],0.6987479543726274
720575940631338271,422.528,243.064,154.16,422.464,242.984,154.16,LC4,,,dend[554],0.502592778187219
720575940630851036,432.692,233.896,154.2,432.812,233.816,154.16,LC4,,,dend[1186],0.28790981782754743
720575940628064260,400.212,242.56,160.88,400.268,242.656,160.88,LC4,,,dend[820],0.9676168570794716
720575940613260959,412.284,234.704,161.28,412.136,234.576,161.28,LC4,,,dend[747],0.8753498276342537
720575940630998339,424.072,233.128,157.2,424.0,233.04,157.2,LC4,,,dend[612],0.778969757113699
720575940625991043,418.004,233.668,156.0,417.904,233.644,156.0,LC4,,,dend[464],0.945383469688121
720575940617176321,425.34,239.652,155.32,425.288,239.728,155.28,LC4,,,dend[572],0.7047102968342616
720575940628064260,433.756,234.892,139.44,433.808,234.996,139.44,LC4,,,dend[1173],0.33636277372935314
720575940614572742,420.152,239.028,148.68,420.044,238.916,148.64,LC4,,,dend[493],0.8913127655508714
720575940619700229,424.688,229.984,159.8,424.624,230.06,159.76,LC4,,,dend[440],1.0
720575940614572742,393.82,240.688,168.44,393.944,240.792,168.44,LC4,,,dend[805],0.7595113310346193
720575940614914107,413.624,232.356,160.36,413.548,232.44,160.4,LC4,,,dend[749],0.20259964194023686
720575940618807105,394.056,241.152,168.68,394.016,241.028,168.64,LC4,,,dend[805],0.9983137077872569
720575940618113300,429.844,232.124,155.6,429.988,232.144,155.6,LC4,,,dend[1112],1.0
720575940630998339,421.932,242.996,156.72,421.884,243.08,156.76,LC4,,,dend[542],0.31344874777831494
720575940617266722,393.008,242.392,164.48,392.9,242.38,164.44,LC4,,,dend[802],0.2990928259833502
720575940625038090,408.008,238.384,161.76,408.104,238.508,161.72,LC4,,,dend[778],0.2601304730151156
720575940618807105,422.976,236.488,158.76,423.088,236.58,158.72,LC4,,,dend[523],0.7232975439407944
720575940640612480,410.964,245.14,151.28,410.96,245.256,151.32,LC4,,,dend[1019],0.9513484686338171
720575940659060865,432.404,230.556,155.6,432.528,230.544,155.6,LC4,,,dend[1202],0.646895795854012
720575940625038090,408.272,238.108,162.12,408.292,238.028,162.08,LC4,,,dend[773],1.0
720575940638496720,424.628,233.948,157.96,424.52,233.968,157.96,LC4,,,dend[611],0.9676119139809578
720575940626916936,423.572,234.792,156.96,423.692,234.764,156.96,LC4,,,dend[518],0.9214978642764741
720575940628064260,412.564,231.72,157.12,412.548,231.708,157.08,LC4,,,dend[906],0.734324857167925
720575940622939836,413.184,232.288,160.48,413.324,232.28,160.48,LC4,,,dend[749],0.22194256565358653
720575940618676440,429.68,234.64,151.16,429.768,234.62,151.2,LC4,,,dend[1183],0.6275922327357895
720575940619397542,419.572,235.836,158.72,419.568,235.724,158.8,LC4,,,dend[462],0.7600225514258211
720575940618676440,423.328,236.54,157.24,423.368,236.428,157.2,LC4,,,dend[521],1.0
720575940628064260,421.048,234.232,155.64,421.044,234.056,155.64,LC4,,,dend[471],1.0
720575940630826552,424.952,231.528,159.68,424.92,231.428,159.68,LC4,,,dend[444],0.6727357656315187
720575940619397542,423.036,236.0,157.32,423.112,236.084,157.32,LC4,,,dend[521],0.786672805857736
720575940618723749,404.64,246.552,157.88,404.592,246.544,157.96,LC4,,,dend[867],1.0
720575940615127227,417.792,234.012,160.12,417.944,234.064,160.08,LC4,,,dend[931],0.9535340506582513
720575940615127227,411.464,234.664,162.24,411.42,234.776,162.24,LC4,,,dend[752],0.24971475491483738
720575940628064260,434.552,231.356,151.04,434.576,231.296,151.0,LC4,,,dend[1143],0.906837880364571
720575940640612480,427.944,230.612,157.24,427.82,230.544,157.2,LC4,,,dend[1102],0.4520112275430206
720575940630998339,431.5,233.584,149.96,431.396,233.504,149.92,LC4,,,dend[1150],1.0
720575940633580384,424.42,238.384,155.4,424.432,238.496,155.4,LC4,,,dend[572],0.31435063725710666
720575940649229433,417.048,231.54,157.0,416.968,231.476,157.0,LC4,,,dend[888],0.9370606589796328
720575940618676440,411.72,246.14,151.68,411.724,246.252,151.68,LC4,,,dend[1016],0.8411602393437868
720575940611134833,421.784,232.496,157.36,421.752,232.372,157.4,LC4,,,dend[456],0.9367237359862418
720575940613022175,426.052,228.488,156.96,426.024,228.356,156.96,LC4,,,dend[1225],0.9559203041792074
720575940629753807,425.524,237.432,156.2,425.548,237.552,156.2,LC4,,,dend[603],0.47891517115046117
720575940630017810,421.352,240.488,146.52,421.364,240.408,146.48,LC4,,,dend[498],0.2992664984287207
720575940649229433,414.208,234.264,161.48,414.044,234.26,161.48,LC4,,,dend[879],0.42316827138982377
720575940640612480,430.024,230.076,157.0,429.9,230.032,157.04,LC4,,,dend[1110],0.4629607395584026
720575940620903551,419.804,233.832,151.24,419.86,233.892,151.28,LC4,,,dend[505],0.3975904184962019
720575940628064260,401.528,245.1,161.76,401.528,244.964,161.76,LC4,,,dend[834],0.17403660601445403
720575940625991043,420.056,239.448,148.16,420.04,239.34,148.16,LC4,,,dend[493],1.0
720575940628454522,422.66,233.568,150.88,422.728,233.672,150.88,LC4,,,dend[484],0.26007416887004997
720575940614572742,417.812,234.2,157.08,417.92,234.168,157.12,LC4,,,dend[464],0.5214683640827774
720575940638456227,422.044,240.8,154.04,421.964,240.696,154.0,LC4,,,dend[570],1.0
720575940617026260,393.344,239.232,167.96,393.392,239.092,167.96,LC4,,,dend[807],0.755563784587152
720575940613256863,411.48,243.304,158.44,411.592,243.388,158.4,LC4,,,dend[999],0.6144705694514577
720575940638456227,424.752,239.08,156.84,424.832,239.068,156.88,LC4,,,dend[597],0.7453877729582126
720575940615575007,420.4,234.848,153.76,420.504,234.936,153.72,LC4,,,dend[480],0.6649966983820905
720575940615127227,399.152,245.928,159.84,399.112,246.06,159.84,LC4,,,dend[835],0.4486150550370919
720575940630484495,409.88,235.224,161.68,409.96,235.32,161.64,LC4,,,dend[770],1.0
720575940614572742,417.848,234.248,157.16,417.992,234.216,157.2,LC4,,,dend[464],0.481325044164973
720575940614914107,418.944,231.86,160.16,418.984,231.8,160.16,LC4,,,dend[1039],0.6353508864634057
720575940629753807,398.24,241.652,167.92,398.336,241.736,167.88,LC4,,,dend[815],0.3810185854733369
720575940617176321,398.66,242.748,167.56,398.736,242.704,167.52,LC4,,,dend[816],0.7840297660243158
720575940611134833,401.836,245.968,161.36,401.76,246.016,161.36,LC4,,,dend[834],0.3594134112673714
720575940614572742,392.664,239.688,169.04,392.624,239.548,169.08,LC4,,,dend[812],0.9516013127150798
720575940613022175,431.316,230.236,156.08,431.352,230.16,156.12,LC4,,,dend[1201],0.5276674265304944
720575940625991043,420.364,231.268,157.36,420.392,231.332,157.32,LC4,,,dend[457],0.5736564406832768
720575940614914107,429.816,230.144,156.36,429.86,230.26,156.32,LC4,,,dend[1110],0.6704651640699133
720575940613022175,399.176,241.024,164.44,399.18,240.92,164.44,LC4,,,dend[790],0.24670277280351405
720575940625991043,422.176,230.388,156.96,422.084,230.516,156.96,LC4,,,dend[455],0.7775758798606773
720575940619700229,419.928,240.48,146.52,420.092,240.488,146.52,LC4,,,dend[497],0.7268066393568873
720575940613260959,423.82,230.528,159.52,423.952,230.564,159.52,LC4,,,dend[442],1.0
720575940617176321,434.424,233.748,143.4,434.356,233.736,143.4,LC4,,,dend[1174],1.0
720575940625934973,413.936,237.368,155.52,414.028,237.392,155.52,LC4,,,dend[915],0.9739266370700548
720575940616713355,410.336,243.944,157.96,410.452,243.884,157.88,LC4,,,dend[1021],0.8843471797177467
720575940611134833,404.864,245.536,159.28,404.816,245.664,159.28,LC4,,,dend[867],0.4750187556565253
720575940617266722,392.956,242.52,164.76,392.9,242.588,164.76,LC4,,,dend[800],1.0
720575940634517856,420.328,236.268,154.64,420.344,236.096,154.6,LC4,,,dend[478],0.6756729270349097
720575940618807105,408.98,238.956,157.84,408.908,238.936,157.88,LC4,,,dend[870],0.5785481870020404
720575940614572742,396.636,241.376,166.84,396.628,241.48,166.88,LC4,,,dend[792],0.2477383674702059
720575940629753807,431.912,232.24,151.16,431.888,232.156,151.16,LC4,,,dend[1120],0.1155849090729055
720575940629753807,398.256,241.648,167.88,398.42,241.704,167.92,LC4,,,dend[815],0.5123959076115687
720575940649229433,413.344,234.336,161.84,413.232,234.284,161.84,LC4,,,dend[745],0.38084721976458935
720575940614572742,427.804,231.056,151.92,427.908,231.02,151.92,LC4,,,dend[1108],0.9245052925542269
720575940618807105,400.932,241.52,162.44,400.816,241.404,162.48,LC4,,,dend[820],0.41168431513425796
720575940622539800,421.608,240.228,154.16,421.496,240.276,154.16,LC4,,,dend[566],0.8346999009826309
720575940615575007,431.436,233.236,152.24,431.432,233.116,152.24,LC4,,,dend[1118],0.3811115223007262
720575940630851036,412.312,246.616,152.36,412.232,246.64,152.36,LC4,,,dend[1010],0.9850049674324212
720575940619315696,409.22,239.32,157.32,409.156,239.34,157.32,LC4,,,dend[870],0.7959485285634901
720575940611134833,413.92,236.544,157.12,413.904,236.66,157.12,LC4,,,dend[912],0.7056721594389418
720575940649229433,409.192,235.344,164.2,409.184,235.232,164.2,LC4,,,dend[760],0.6854452034505125
720575940611134833,413.792,236.924,156.64,413.924,236.936,156.64,LC4,,,dend[912],0.9981983879728652
720575940622539800,422.288,238.132,155.52,422.288,238.008,155.52,LC4,,,dend[571],0.8632813358852719
720575940615575007,413.528,245.016,158.8,413.632,245.02,158.8,LC4,,,dend[976],0.415455118625411
720575940618807105,432.888,230.192,155.76,432.82,230.288,155.76,LC4,,,dend[1202],0.7159055599537869
720575940620903551,421.052,233.356,157.76,420.96,233.244,157.72,LC4,,,dend[459],0.3212277412004319
720575940613260959,433.752,235.636,138.96,433.648,235.588,138.96,LC4,,,dend[1168],0.4781211782810633
720575940614572742,427.568,230.912,152.28,427.66,230.892,152.28,LC4,,,dend[1108],0.7915149017924085
720575940625991043,415.72,232.624,159.0,415.704,232.72,159.04,LC4,,,dend[887],0.37787458639557253
720575940638456227,413.892,236.748,157.32,413.9,236.64,157.32,LC4,,,dend[912],0.6126536882069006
720575940649229433,423.148,238.064,150.36,423.256,237.976,150.32,LC4,,,dend[490],0.5812186493844573
720575940618113300,431.04,231.684,156.12,431.096,231.804,156.12,LC4,,,dend[1196],0.34044843755310916
720575940618807105,396.508,241.86,166.4,396.44,241.744,166.4,LC4,,,dend[792],0.5292495723383163
720575940632769180,417.104,232.656,157.4,417.04,232.544,157.44,LC4,,,dend[902],0.49168057606298343
720575940614572742,422.448,231.452,157.6,422.316,231.412,157.6,LC4,,,dend[455],0.35852806840062146
720575940619315696,414.292,236.364,157.92,414.216,236.264,157.88,LC4,,,dend[912],0.1822904004300433
720575940618723749,400.86,247.292,157.48,400.808,247.392,157.48,LC4,,,dend[842],0.39105230041801514
720575940618676440,429.692,234.632,151.16,429.8,234.644,151.16,LC4,,,dend[1183],0.635875716239193
720575940628064260,412.832,241.884,158.52,412.856,242.052,158.56,LC4,,,dend[998],1.0
720575940612518055,430.248,234.088,143.24,430.136,234.052,143.28,LC4,,,dend[1163],0.18347115242176595
720575940619315696,414.852,233.884,159.6,414.72,233.8,159.68,LC4,,,dend[884],0.611759921690377
720575940625038090,394.944,241.468,165.88,394.924,241.592,165.88,LC4,,,dend[794],1.0
720575940614572742,392.776,239.68,169.0,392.764,239.524,169.0,LC4,,,dend[812],0.8196267207923762
720575940632769180,417.1,232.608,157.4,417.12,232.48,157.36,LC4,,,dend[902],0.6988528983465012
720575940618723749,407.224,237.932,161.52,407.168,237.816,161.52,LC4,,,dend[785],0.08722339494850714
720575940615127227,428.688,239.252,152.76,428.788,239.228,152.8,LC4,,,dend[588],0.42276496264096924
720575940626916936,414.952,243.628,160.0,414.892,243.732,160.0,LC4,,,dend[971],0.30594192034788636
720575940614572742,420.408,238.68,148.68,420.304,238.6,148.68,LC4,,,dend[493],0.7801914786180068
720575940631338271,423.696,238.924,155.88,423.788,238.888,155.88,LC4,,,dend[572],0.19152164368366922
720575940618807105,428.504,231.228,155.0,428.592,231.344,155.0,LC4,,,dend[1194],1.0
720575940618371520,429.808,234.62,156.32,429.808,234.744,156.32,LC4,,,dend[1190],0.8304456414051109
720575940615575007,413.212,243.8,160.2,413.316,243.696,160.16,LC4,,,dend[970],0.8833908137530279
720575940640612480,415.128,229.412,156.36,415.22,229.432,156.36,LC4,,,dend[893],1.0
720575940619397542,425.744,235.316,155.24,425.856,235.272,155.2,LC4,,,dend[606],0.9175573315551107
720575940614572742,430.0,229.92,157.28,429.92,229.904,157.24,LC4,,,dend[1110],0.3948678889182324
720575940620903551,431.392,233.22,149.56,431.288,233.256,149.56,LC4,,,dend[1151],0.3849792922371548
720575940618723749,400.816,247.268,157.36,400.752,247.408,157.32,LC4,,,dend[842],0.4842684052765994
720575940614914107,421.904,231.6,158.12,422.08,231.704,158.12,LC4,,,dend[454],1.0
720575940618723749,431.672,231.292,148.28,431.732,231.4,148.28,LC4,,,dend[1153],0.622222490250093
720575940614914107,419.704,239.324,147.76,419.764,239.28,147.68,LC4,,,dend[496],0.02944164802487464
720575940617176321,424.448,238.456,156.48,424.452,238.372,156.48,LC4,,,dend[597],0.3725641898015445
720575940629753807,432.472,232.18,150.84,432.504,232.064,150.84,LC4,,,dend[1120],0.33093840275606945
720575940615462587,430.14,235.232,141.64,430.112,235.244,141.56,LC4,,,dend[1163],0.4299202574143802
720575940628122883,403.808,240.56,162.24,403.744,240.44,162.24,LC4,,,dend[821],1.0
720575940615127227,399.42,245.936,159.56,399.42,246.056,159.52,LC4,,,dend[835],0.35133471959860263
720575940625934973,400.736,240.312,164.6,400.62,240.272,164.56,LC4,,,dend[787],0.8760564604266848
720575940610522009,431.268,233.008,151.04,431.296,232.924,151.0,LC4,,,dend[1149],0.3650342153254005
720575940625934973,403.98,239.296,162.32,403.856,239.228,162.36,LC4,,,dend[785],0.8800788577878839
720575940622939836,434.556,229.54,155.88,434.456,229.44,155.88,LC4,,,dend[1204],0.42719937799699925
720575940629753807,401.664,246.212,157.64,401.704,246.348,157.64,LC4,,,dend[839],0.5039968356795407
720575940630851036,412.256,246.656,152.28,412.152,246.652,152.28,LC4,,,dend[1016],0.20918237953812374
720575940610522009,404.648,246.276,160.64,404.736,246.176,160.6,LC4,,,dend[854],0.6119059250166033
720575940638496720,404.88,245.996,161.0,404.828,245.864,160.96,LC4,,,dend[853],0.6791772759591415
720575940613022175,420.424,233.496,159.88,420.324,233.464,159.84,LC4,,,dend[1038],0.954104752539714
,,,,,,,,,,dend_12[0],
720575940630484495,410.452,243.756,161.04,410.34,243.796,161.04,LC4,,,dend[1023],0.9874080198810583
720575940625991043,420.32,231.32,157.6,420.364,231.376,157.6,LC4,,,dend[457],0.49474285029705595
720575940630998339,431.5,233.608,149.96,431.424,233.504,150.0,LC4,,,dend[1150],1.0
720575940634517856,411.572,236.328,160.48,411.504,236.172,160.48,LC4,,,dend[876],0.8662947276638292
720575940630826552,434.244,234.9,139.52,434.184,234.984,139.52,LC4,,,dend[1173],0.952574528630452
720575940626626895,412.432,234.56,157.48,412.392,234.424,157.48,LC4,,,dend[905],1.0
720575940619397542,402.444,244.452,162.16,402.424,244.58,162.08,LC4,,,dend[833],0.11571848133834862
720575940614572742,420.248,238.988,148.36,420.052,238.952,148.36,LC4,,,dend[493],0.9293076839805267
720575940618676440,410.332,243.904,160.84,410.432,243.824,160.88,LC4,,,dend[1023],0.9352581054751848
720575940618676440,431.74,233.72,146.48,431.784,233.62,146.48,LC4,,,dend[1155],0.11911463627506405
720575940613260959,430.556,235.18,156.08,430.712,235.168,156.08,LC4,,,dend[1191],0.1817698470501553
720575940613260959,430.14,235.04,156.16,430.076,234.868,156.12,LC4,,,dend[1190],0.41814228899679146
720575940617176321,412.124,245.176,155.36,412.048,245.228,155.36,LC4,,,dend[1001],0.12730954949673312
720575940619315696,426.968,230.28,154.96,427.096,230.272,154.96,LC4,,,dend[1106],0.698980878046207
720575940630851036,423.076,239.608,154.44,422.976,239.532,154.44,LC4,,,dend[535],0.483447328217142
720575940617176321,430.72,235.832,152.04,430.868,235.848,152.04,LC4,,,dend[1184],0.49554667047728224
720575940611134833,430.76,234.964,155.96,430.64,235.004,155.96,LC4,,,dend[1191],0.09688101360648671
720575940630484495,424.344,239.096,155.4,424.48,239.056,155.4,LC4,,,dend[572],0.41734192148614513
720575940625934973,400.696,240.332,164.64,400.556,240.296,164.64,LC4,,,dend[788],0.799053205716631
720575940630017810,424.104,234.172,158.76,424.096,234.3,158.76,LC4,,,dend[610],0.1911993975763829
720575940618113300,426.68,234.416,158.2,426.704,234.548,158.2,LC4,,,dend[526],0.9952257431026847
720575940618676440,431.896,232.984,143.44,431.792,232.96,143.44,LC4,,,dend[1162],0.8890495155981986
720575940614572742,422.44,231.428,157.56,422.32,231.352,157.56,LC4,,,dend[455],0.3868426394965041
720575940617176321,412.04,245.232,154.8,411.952,245.216,154.84,LC4,,,dend[1002],0.07871718332566414
720575940638456227,402.832,242.608,163.04,402.848,242.728,163.04,LC4,,,dend[830],0.9015382899375513
720575940630851036,413.664,246.784,151.56,413.708,246.688,151.6,LC4,,,dend[1012],0.36475703767041173
720575940619315696,426.94,230.336,155.2,427.036,230.32,155.2,LC4,,,dend[1106],0.4414392083531128
720575940630851036,400.488,240.06,164.92,400.504,240.152,164.88,LC4,,,dend[789],0.29931916594841235
720575940625038090,414.896,237.632,156.92,414.872,237.52,156.88,LC4,,,dend[913],1.0
720575940612518055,416.856,237.144,161.28,416.836,237.208,161.32,LC4,,,dend[961],0.3141479020705109
720575940618371520,428.952,239.616,153.04,428.856,239.672,153.08,LC4,,,dend[576],0.9252308906866187
720575940622939836,430.144,232.38,155.72,430.068,232.28,155.72,LC4,,,dend[1113],0.017468780138751156
720575940618113300,433.416,236.968,136.24,433.364,236.992,136.28,LC4,,,dend[1169],0.34327305171016115
720575940614572742,427.524,230.684,157.64,427.664,230.648,157.68,LC4,,,dend[1102],0.2657566564323729
720575940617026260,408.4,239.884,161.56,408.288,239.86,161.56,LC4,,,dend[780],0.40960879442872733
720575940614572742,419.972,231.656,157.76,420.024,231.56,157.76,LC4,,,dend[457],0.5046452094458341
720575940631338271,400.016,240.892,163.64,399.972,240.76,163.6,LC4,,,dend[817],0.5194406623177543
720575940618723749,424.208,235.264,157.64,424.048,235.28,157.64,LC4,,,dend[517],0.8866526973995236
720575940619315696,414.852,234.036,159.56,414.724,234.004,159.56,LC4,,,dend[884],0.7289724794234624
720575940628064260,413.944,246.82,150.32,413.944,246.912,150.32,LC4,,,dend[1013],0.4647139485500274
720575940617266722,393.048,242.264,164.48,392.96,242.212,164.52,LC4,,,dend[802],0.35352837290072936
720575940619315696,423.744,231.288,157.92,423.856,231.268,157.88,LC4,,,dend[452],0.8540226026788243
720575940613260959,422.42,240.296,145.44,422.316,240.248,145.44,LC4,,,dend[499],0.7996551785864792
720575940622539800,421.696,240.28,154.12,421.6,240.364,154.12,LC4,,,dend[566],0.9508814894555103
720575940615575007,394.384,241.04,166.28,394.504,241.008,166.28,LC4,,,dend[804],0.24997830344448208
720575940615462587,433.76,235.484,139.04,433.648,235.488,139.0,LC4,,,dend[1168],0.4010334411112289
720575940610522009,410.848,246.224,151.48,410.8,246.336,151.48,LC4,,,dend[1020],0.32585870361179214
720575940628064260,415.948,236.084,160.28,415.912,236.18,160.28,LC4,,,dend[936],0.8667494664883336
720575940622539800,412.036,240.86,160.52,412.056,240.996,160.56,LC4,,,dend[1024],0.9548231376946694
720575940619397542,425.7,235.324,155.28,425.788,235.344,155.36,LC4,,,dend[606],0.8514436336703769
